index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
875	23l	rune/mal_rune3						
876	24l	rune/ist_rune3						
877	25l	rune/gul_rune3						
878	26l	rune/vex_rune3						
879	27l	rune/ohm_rune3						
880	28l	rune/lo_rune3						
881	29l	rune/sur_rune3						
882	30l	rune/ber_rune3						
883	31l	rune/jah_rune3						
884	32l	rune/cham_rune3						
885	33l	rune/zod_rune3						
886	s51	rune/el_rune2						
887	s52	rune/eld_rune2						
888	s53	rune/tir_rune2						
889	s54	rune/nef_rune2						
890	s55	rune/eth_rune2						
891	s56	rune/ith_rune2						
892	s57	rune/tal_rune2						
893	s58	rune/ral_rune2						
894	s59	rune/ort_rune2						
895	s60	rune/thul_rune2						
896	s61	rune/amn_rune2						
897	s62	rune/sol_rune2						
898	s63	rune/shael_rune2						
899	s64	rune/dol_rune2						
900	s65	rune/hel_rune2						
901	s66	rune/io_rune2						
902	s67	rune/lum_rune2						
903	s68	rune/ko_rune2						
904	s69	rune/fal_rune2						
905	s70	rune/lem_rune2						
906	s71	rune/pul_rune2						
907	s72	rune/um_rune2						
908	s73	rune/mal_rune2						
909	s74	rune/ist_rune2						
910	s75	rune/gul_rune2						
911	s76	rune/vex_rune2						
912	s77	rune/ohm_rune2						
913	s78	rune/lo_rune2						
914	s79	rune/sur_rune2						
915	s80	rune/ber_rune2						
916	s81	rune/jah_rune2						
917	s82	rune/cham_rune2						
918	s83	rune/zod_rune2						
919	rnd	quest/randomize_stone						
920	gck	gem/chipped_onyx						
921	gfk	gem/flawed_onyx						
922	gsk	gem/onyx						
923	gzk	gem/flawless_onyx						
924	gpk	gem/blemished_onyx						
925	gbk	gem/perfect_onyx						
926	6gv	gem/perfect_amethyst						
927	6gy	gem/perfect_topaz						
928	6gb	gem/perfect_saphire						
929	6gg	gem/perfect_emerald						
930	6gr	gem/perfect_ruby						
931	6gw	gem/perfect_diamond						
932	6sk	gem/perfect_skull						
933	6gk	gem/perfect_onyx						
934	cx1	charm/charm_small						
935	cx2	charm/charm_medium						
936	cx3	charm/charm_large						
937	rn9	ring/ring						
938	au9	amulet/amulet						
939	yap	helmet/cap_hat						
940	ykp	helmet/skull_cap						
941	ylm	helmet/helm						
942	yhl	helmet/full_helm						
943	yhm	helmet/great_helm						
944	yrn	helmet/crown						
945	ysk	helmet/mask						
946	yui	armor/quilted_armor						
947	yea	armor/leather_armor						
948	yla	armor/hard_leather_armor						
949	ytu	armor/studded_leather						
950	yng	armor/ring_mail						
951	ycl	armor/scale_mail						
952	yhn	armor/chain_mail						
953	yrs	armor/breast_plate						
954	ypl	armor/splint_mail						
955	ylt	armor/plate_mail						
956	yld	armor/field_plate						
957	yth	armor/gothic_plate						
958	yul	armor/full_plate_mail						
959	yar	armor/victors_silk						
960	ytp	armor/light_plate						
961	yuc	shield/buckler						
962	yml	shield/small_shield						
963	yrg	shield/large_shield						
964	yit	shield/kite_shield						
965	yow	shield/tower_shield						
966	yts	shield/gothic_shield						
967	ylg	glove/gloves_l						
968	yvg	glove/heavy_gloves						
969	ymg	glove/bracers_m						
970	ytg	glove/light_gauntlets						
971	yhg	glove/gaunlets_h						
972	ylb	boot/leather_boots						
973	yvb	boot/heavy_boots						
974	ymb	boot/chain_boots						
975	ybt	boot/light_plate_boots						
976	yhb	boot/plate_boots						
977	alb	belt/sash_l						
978	avb	belt/light_belt						
979	bmb	belt/belt_m						
980	atb	belt/heavy_belt						
981	ahb	belt/girdle_h						
982	yh9	helmet/bone_helm						
983	ysh	shield/bone_shield						
984	ypk	shield/spiked_shield						
985	0ha	axe/hand_axe						
986	0ax	axe/axe						
987	82a	axe/double_axe						
988	0mp	axe/military_pick						
989	0wa	axe/war_axe						
990	0la	axe/large_axe						
991	0ba	axe/broad_axe						
992	0bt	axe/battle_axe						
993	0ga	axe/great_axe						
994	0gi	axe/giant_axe						
995	0wn	wand/wand						
996	0yw	wand/yew_wand						
997	0bw	wand/bone_wand						
998	0gw	wand/grim_wand						
999	0cl	club/club						
1000	5sc	scepter/scepter						
1001	0qs	scepter/grand_scepter						
1002	0ws	scepter/war_scepter						
1003	0sp	club/spiked_club						
1004	0ma	mace/mace						
1005	0mt	mace/morning_star						
1006	0fl	mace/flail						
1007	0wh	hammer/war_hammer						
1008	0m0	hammer/maul						
1009	0gm	hammer/great_maul						
1010	0ss	sword/short_sword						
1011	0sm	sword/scimitar						
1012	0sb	sword/saber						
1013	0fc	sword/falchion						
1014	0cr	sword/crystal_sword						
1015	0bs	sword/broad_sword						
1016	0ls	sword/long_sword						
1017	0wd	sword/war_sword						
1018	02h	sword/two_handed_sword						
1019	0cm	sword/claymore						
1020	0gs	sword/giant_sword						
1021	0b0	sword/bastard_sword						
1022	0fb	sword/flamberge						
1023	0gd	sword/great_sword						
1024	0dg	knife/dagger						
1025	0di	knife/dirk						
1026	0kr	knife/kriss						
1027	0bl	knife/blade						
1028	0tk	knife/throwing_knife						
1029	0ta	axe/throwing_axe						
1030	0bk	knife/balanced_knife						
1031	0b6	axe/balanced_axe						
1032	0ja	javelin/javelin						
1033	0pi	javelin/pilum						
1034	0s9	javelin/short_spear						
1035	0gl	javelin/glaive						
1036	0ts	javelin/throwing_spear						
1037	0sr	spear/spear						
1038	0tr	spear/trident						
1039	0br	spear/brandistock						
1040	0st	spear/spetum						
1041	0p0	spear/pike						
1042	0b7	polearm/bardiche						
1043	0vo	polearm/voulge						
1044	0s8	polearm/scythe						
1045	0pa	polearm/poleaxe						
1046	0h0	polearm/halberd						
1047	0wc	polearm/war_scythe						
1048	1ss	staff/short_staff						
1049	1ls	staff/long_staff						
1050	1cs	staff/gnarled_staff						
1051	1bs	staff/battle_staff						
1052	1ws	staff/war_staff						
1053	1sb	bow/short_bow						
1054	1hb	bow/hunters_bow						
1055	1lb	bow/long_bow						
1056	1cb	bow/composite_bow						
1057	1s8	bow/short_battle_bow						
1058	1l8	bow/long_battle_bow						
1059	1sw	bow/short_war_bow						
1060	1lw	bow/long_war_bow						
1061	1lx	bow/light_crossbow						
1062	1mx	bow/crossbow						
1063	1hx	bow/heavy_crossbow						
1064	1rx	bow/repeating_crossbow						
1065	shc	club/druid_club						
1066	9sh	club/druid_club						
1067	0sh	club/druid_club						
1068	nsy	polearm/necroscythe2						
1069	9ns	polearm/necroscythe2						
1070	0ns	polearm/necroscythe2						
1071	syn	polearm/necroscythe2						
1072	9sy	polearm/necroscythe2						
1073	0sy	polearm/necroscythe2						
1074	mnb	sword/mana_blade						
1075	9mn	sword/mana_blade						
1076	0mn	sword/mana_blade						
1077	0nn	sword/katana						
1078	njt	sword/katana						
1079	9nj	sword/katana						
1080	nrd	knife/ceremonial_dagger						
1081	9rd	knife/ceremonial_dagger						
1082	0rd	knife/ceremonial_dagger						
1083	pbe	sword/paladin_sword						
1084	9be	sword/paladin_sword						
1085	0be	sword/paladin_sword						
1086	gsp	scepter/great_scepter						
1087	9gp	scepter/great_scepter						
1088	0gp	scepter/great_scepter						
1089	apb	bow/pullspite						
1090	9pb	bow/pullspite						
1091	0pb	bow/pullspite						
1092	kkl	h2h/brass_knuckle						
1093	9kl	h2h/brass_knuckle						
1094	0kl	h2h/brass_knuckle						
1095	cm4	charm/odd_charm						
1096	cm5	charm/square_charm						
1097	cm6	charm/odd_charm						
1098	cm7	charm/charm_medium						
1099	cm7n	charm/charm_medium						
1100	cm8	charm/odd_charm						
1101	cm9	charm/odd_charm						
1102	6gv	gem/6pack_amethyst						
1103	6gy	gem/6pack_topaz						
1104	6gb	gem/6pack_saphire						
1105	6gg	gem/6pack_emerald						
1106	6gr	gem/6pack_ruby						
1107	6gw	gem/6pack_diamond						
1108	6sk	gem/6pack_skull						
1109	6gk	gem/6pack_obsidian						
1110	ag0	quest/gift						
1111	ag1	quest/gift						
1112	ag2	quest/gift						
1113	ag8	quest/gift						
1114	dwc	helmet/crown_of_thieves						
1115	xdw	helmet/crown_of_thieves						
1116	ydw	helmet/crown_of_thieves						
1117	bts	axe/barbarian_taxe						
1118	9xb	axe/barbarian_taxe						
1119	0xb	axe/barbarian_taxe						
1120	elv	armor/elven_chain						
1121	xlv	armor/elven_chain						
1122	ylv	armor/elven_chain						
1123	fts	shield/fortress_shield						
1124	xft	shield/fortress_shield						
1125	yft	shield/fortress_shield						
1126	clk	armor/cloak						
1127	xlk	armor/cloak						
1128	ylk	armor/cloak						
1129	rob	armor/cape						
1130	xrb	armor/robe						
1131	yrb	armor/archmage_robe2						
1132	01c	quest/coupon_nor						
1133	02c	quest/coupon_nor						
1134	03c	quest/coupon_nor						
1135	04c	quest/coupon_nor						
1136	05c	quest/coupon_nor						
1137	06c	quest/coupon_nor						
1138	07c	quest/coupon_nor						
1139	08c	quest/coupon_nor						
1140	09c	quest/coupon_nor						
1141	10c	quest/coupon_nor						
1142	11c	quest/coupon_nor						
1143	12c	quest/coupon_nor						
1144	13c	quest/coupon_nor						
1145	14c	quest/coupon_nor						
1146	15c	quest/coupon_nor						
1147	16c	quest/coupon_nor						
1148	17c	quest/coupon_nor						
1149	18c	quest/coupon_nor						
1150	19c	quest/coupon_nor						
1151	20c	quest/coupon_nor						
1152	21c	quest/coupon_nor						
1153	22c	quest/coupon_nor						
1154	23c	quest/coupon_nor						
1155	24c	quest/coupon_nor						
1156	25c	quest/coupon_nor						
1157	26c	quest/coupon_nor						
1158	27c	quest/coupon_nor						
1159	28c	quest/coupon_nor						
1160	29c	quest/coupon_nor						
1161	30c	quest/coupon_nor						
1162	31c	quest/coupon_nor						
1163	32c	quest/coupon_nor						
1164	33c	quest/coupon_nor						
1165	34c	quest/coupon_nor						
1166	35c	quest/coupon_nor						
1167	36c	quest/coupon_nor						
1168	37c	quest/coupon_nor						
1169	38c	quest/coupon_nor						
1170	39c	quest/coupon_nor						
1171	40c	quest/coupon_nor						
1172	41c	quest/coupon_nor						
1173	42c	quest/coupon_nor						
1174	43c	quest/coupon_nor						
1175	44c	quest/coupon_nor						
1176	45c	quest/coupon_nor						
1177	46c	quest/coupon_nor						
1178	01i	quest/coupon_nor						
1179	02i	quest/coupon_nor						
1180	03i	quest/coupon_nor						
1181	04i	quest/coupon_exc						
1182	05i	quest/coupon_exc						
1183	06i	quest/coupon_exc						
1184	07i	quest/coupon_exc						
1185	08i	quest/coupon_exc						
1186	09i	quest/coupon_eli						
1187	10i	quest/coupon_eli						
1188	11i	quest/coupon_eli						
1189	12i	quest/coupon_eli						
1190	01j	quest/coupon_nor						
1191	02j	quest/coupon_nor						
1192	03j	quest/coupon_nor						
1193	04j	quest/coupon_exc						
1194	05j	quest/coupon_exc						
1195	06j	quest/coupon_exc						
1196	07j	quest/coupon_exc						
1197	08j	quest/coupon_eli						
1198	09j	quest/coupon_eli						
1199	10j	quest/coupon_eli						
1200	01d	quest/coupon_exc						
1201	02d	quest/coupon_exc						
1202	03d	quest/coupon_exc						
1203	04d	quest/coupon_exc						
1204	05d	quest/coupon_exc						
1205	06d	quest/coupon_exc						
1206	07d	quest/coupon_exc						
1207	08d	quest/coupon_exc						
1208	09d	quest/coupon_exc						
1209	10d	quest/coupon_exc						
1210	11d	quest/coupon_exc						
1211	12d	quest/coupon_exc						
1212	13d	quest/coupon_exc						
1213	14d	quest/coupon_exc						
1214	15d	quest/coupon_exc						
1215	16d	quest/coupon_exc						
1216	17d	quest/coupon_exc						
1217	18d	quest/coupon_exc						
1218	19d	quest/coupon_exc						
1219	20d	quest/coupon_exc						
1220	21d	quest/coupon_exc						
1221	22d	quest/coupon_exc						
1222	23d	quest/coupon_exc						
1223	24d	quest/coupon_exc						
1224	25d	quest/coupon_exc						
1225	26d	quest/coupon_exc						
1226	27d	quest/coupon_exc						
1227	28d	quest/coupon_exc						
1228	29d	quest/coupon_exc						
1229	30d	quest/coupon_exc						
1230	31d	quest/coupon_exc						
1231	32d	quest/coupon_exc						
1232	33d	quest/coupon_exc						
1233	34d	quest/coupon_exc						
1234	35d	quest/coupon_exc						
1235	36d	quest/coupon_exc						
1236	37d	quest/coupon_exc						
1237	38d	quest/coupon_exc						
1238	39d	quest/coupon_exc						
1239	40d	quest/coupon_exc						
1240	41d	quest/coupon_exc						
1241	42d	quest/coupon_exc						
1242	43d	quest/coupon_exc						
1243	44d	quest/coupon_exc						
1244	45d	quest/coupon_exc						
1245	46d	quest/coupon_exc						
1246	47d	quest/coupon_exc						
1247	48d	quest/coupon_exc						
1248	49d	quest/coupon_exc						
1249	50d	quest/coupon_exc						
1250	01e	quest/coupon_eli						
1251	02e	quest/coupon_eli						
1252	03e	quest/coupon_eli						
1253	04e	quest/coupon_eli						
1254	05e	quest/coupon_eli						
1255	06e	quest/coupon_eli						
1256	07e	quest/coupon_eli						
1257	08e	quest/coupon_eli						
1258	09e	quest/coupon_eli						
1259	10e	quest/coupon_eli						
1260	11e	quest/coupon_eli						
1261	12e	quest/coupon_eli						
1262	13e	quest/coupon_eli						
1263	14e	quest/coupon_eli						
1264	15e	quest/coupon_eli						
1265	16e	quest/coupon_eli						
1266	17e	quest/coupon_eli						
1267	18e	quest/coupon_eli						
1268	19e	quest/coupon_eli						
1269	20e	quest/coupon_eli						
1270	21e	quest/coupon_eli						
1271	22e	quest/coupon_eli						
1272	23e	quest/coupon_eli						
1273	24e	quest/coupon_eli						
1274	25e	quest/coupon_eli						
1275	26e	quest/coupon_eli						
1276	27e	quest/coupon_eli						
1277	28e	quest/coupon_eli						
1278	29e	quest/coupon_eli						
1279	30e	quest/coupon_eli						
1280	31e	quest/coupon_eli						
1281	32e	quest/coupon_eli						
1282	33e	quest/coupon_eli						
1283	34e	quest/coupon_eli						
1284	35e	quest/coupon_eli						
1285	36e	quest/coupon_eli						
1286	37e	quest/coupon_eli						
1287	38e	quest/coupon_eli						
1288	39e	quest/coupon_eli						
1289	40e	quest/coupon_eli						
1290	41e	quest/coupon_eli						
1291	01f	quest/coupon_nor						
1292	02f	quest/coupon_nor						
1293	03f	quest/coupon_nor						
1294	04f	quest/coupon_nor						
1295	05f	quest/coupon_nor						
1296	06f	quest/coupon_nor						
1297	07f	quest/coupon_nor						
1298	08f	quest/coupon_nor						
1299	09f	quest/coupon_nor						
1300	10f	quest/coupon_nor						
1301	11f	quest/coupon_nor						
1302	12f	quest/coupon_nor						
1303	13f	quest/coupon_nor						
1304	14f	quest/coupon_nor						
1305	15f	quest/coupon_nor						
1306	16f	quest/coupon_nor						
1307	17f	quest/coupon_nor						
1308	18f	quest/coupon_nor						
1309	19f	quest/coupon_nor						
1310	20f	quest/coupon_nor						
1311	21f	quest/coupon_nor						
1312	22f	quest/coupon_nor						
1313	23f	quest/coupon_nor						
1314	24f	quest/coupon_nor						
1315	25f	quest/coupon_nor						
1316	26f	quest/coupon_nor						
1317	27f	quest/coupon_nor						
1318	28f	quest/coupon_nor						
1319	29f	quest/coupon_nor						
1320	30f	quest/coupon_nor						
1321	31f	quest/coupon_nor						
1322	32f	quest/coupon_nor						
1323	33f	quest/coupon_nor						
1324	34f	quest/coupon_nor						
1325	35f	quest/coupon_nor						
1326	36f	quest/coupon_nor						
1327	37f	quest/coupon_nor						
1328	38f	quest/coupon_nor						
1329	39f	quest/coupon_nor						
1330	40f	quest/coupon_nor						
1331	41f	quest/coupon_nor						
1332	42f	quest/coupon_nor						
1333	43f	quest/coupon_nor						
1334	44f	quest/coupon_nor						
1335	45f	quest/coupon_nor						
1336	46f	quest/coupon_nor						
1337	47f	quest/coupon_nor						
1338	48f	quest/coupon_nor						
1339	49f	quest/coupon_nor						
1340	50f	quest/coupon_nor						
1341	51f	quest/coupon_nor						
1342	52f	quest/coupon_nor						
1343	53f	quest/coupon_nor						
1344	54f	quest/coupon_nor						
1345	55f	quest/coupon_nor						
1346	56f	quest/coupon_nor						
1347	57f	quest/coupon_nor						
1348	58f	quest/coupon_nor						
1349	59f	quest/coupon_nor						
1350	60f	quest/coupon_nor						
1351	61f	quest/coupon_nor						
1352	62f	quest/coupon_nor						
1353	63f	quest/coupon_nor						
1354	64f	quest/coupon_nor						
1355	65f	quest/coupon_nor						
1356	66f	quest/coupon_nor						
1357	67f	quest/coupon_nor						
1358	68f	quest/coupon_nor						
1359	69f	quest/coupon_nor						
1360	70f	quest/coupon_nor						
1361	71f	quest/coupon_nor						
1362	01g	quest/coupon_exc						
1363	02g	quest/coupon_exc						
1364	03g	quest/coupon_exc						
1365	04g	quest/coupon_exc						
1366	05g	quest/coupon_exc						
1367	06g	quest/coupon_exc						
1368	07g	quest/coupon_exc						
1369	08g	quest/coupon_exc						
1370	09g	quest/coupon_exc						
1371	10g	quest/coupon_exc						
1372	11g	quest/coupon_exc						
1373	12g	quest/coupon_exc						
1374	13g	quest/coupon_exc						
1375	14g	quest/coupon_exc						
1376	15g	quest/coupon_exc						
1377	16g	quest/coupon_exc						
1378	17g	quest/coupon_exc						
1379	18g	quest/coupon_exc						
1380	19g	quest/coupon_exc						
1381	20g	quest/coupon_exc						
1382	21g	quest/coupon_exc						
1383	22g	quest/coupon_exc						
1384	23g	quest/coupon_exc						
1385	24g	quest/coupon_exc						
1386	25g	quest/coupon_exc						
1387	26g	quest/coupon_exc						
1388	27g	quest/coupon_exc						
1389	28g	quest/coupon_exc						
1390	29g	quest/coupon_exc						
1391	30g	quest/coupon_exc						
1392	31g	quest/coupon_exc						
1393	32g	quest/coupon_exc						
1394	33g	quest/coupon_exc						
1395	34g	quest/coupon_exc						
1396	35g	quest/coupon_exc						
1397	36g	quest/coupon_exc						
1398	37g	quest/coupon_exc						
1399	38g	quest/coupon_exc						
1400	39g	quest/coupon_exc						
1401	40g	quest/coupon_exc						
1402	41g	quest/coupon_exc						
1403	42g	quest/coupon_exc						
1404	43g	quest/coupon_exc						
1405	44g	quest/coupon_exc						
1406	45g	quest/coupon_exc						
1407	46g	quest/coupon_exc						
1408	47g	quest/coupon_exc						
1409	48g	quest/coupon_exc						
1410	49g	quest/coupon_exc						
1411	50g	quest/coupon_exc						
1412	51g	quest/coupon_exc						
1413	52g	quest/coupon_exc						
1414	53g	quest/coupon_exc						
1415	54g	quest/coupon_exc						
1416	55g	quest/coupon_exc						
1417	56g	quest/coupon_exc						
1418	57g	quest/coupon_exc						
1419	58g	quest/coupon_exc						
1420	59g	quest/coupon_exc						
1421	60g	quest/coupon_exc						
1422	61g	quest/coupon_exc						
1423	62g	quest/coupon_exc						
1424	63g	quest/coupon_exc						
1425	64g	quest/coupon_exc						
1426	65g	quest/coupon_exc						
1427	66g	quest/coupon_exc						
1428	67g	quest/coupon_exc						
1429	68g	quest/coupon_exc						
1430	69g	quest/coupon_exc						
1431	70g	quest/coupon_exc						
1432	71g	quest/coupon_exc						
1433	72g	quest/coupon_exc						
1434	73g	quest/coupon_exc						
1435	74g	quest/coupon_exc						
1436	75g	quest/coupon_exc						
1437	76g	quest/coupon_exc						
1438	77g	quest/coupon_exc						
1439	78g	quest/coupon_exc						
1440	01h	quest/coupon_eli						
1441	02k	quest/coupon_eli						
1442	03h	quest/coupon_eli						
1443	04h	quest/coupon_eli						
1444	05h	quest/coupon_eli						
1445	06h	quest/coupon_eli						
1446	07h	quest/coupon_eli						
1447	08h	quest/coupon_eli						
1448	09h	quest/coupon_eli						
1449	10h	quest/coupon_eli						
1450	11h	quest/coupon_eli						
1451	12k	quest/coupon_eli						
1452	13h	quest/coupon_eli						
1453	14h	quest/coupon_eli						
1454	15h	quest/coupon_eli						
1455	16h	quest/coupon_eli						
1456	17h	quest/coupon_eli						
1457	18h	quest/coupon_eli						
1458	19h	quest/coupon_eli						
1459	20h	quest/coupon_eli						
1460	21h	quest/coupon_eli						
1461	22k	quest/coupon_eli						
1462	23h	quest/coupon_eli						
1463	24h	quest/coupon_eli						
1464	25h	quest/coupon_eli						
1465	26h	quest/coupon_eli						
1466	27h	quest/coupon_eli						
1467	28h	quest/coupon_eli						
1468	29h	quest/coupon_eli						
1469	30h	quest/coupon_eli						
1470	31h	quest/coupon_eli						
1471	32k	quest/coupon_eli						
1472	33h	quest/coupon_eli						
1473	34h	quest/coupon_eli						
1474	35h	quest/coupon_eli						
1475	36h	quest/coupon_eli						
1476	37h	quest/coupon_eli						
1477	38h	quest/coupon_eli						
1478	39h	quest/coupon_eli						
1479	40h	quest/coupon_eli						
1480	41h	quest/coupon_eli						
1481	42k	quest/coupon_eli						
1482	43h	quest/coupon_eli						
1483	44h	quest/coupon_eli						
1484	45h	quest/coupon_eli						
1485	46h	quest/coupon_eli						
1486	47h	quest/coupon_eli						
1487	48h	quest/coupon_eli						
1488	49h	quest/coupon_eli						
1489	50h	quest/coupon_eli						
1490	51h	quest/coupon_eli						
1491	52k	quest/coupon_eli						
1492	53h	quest/coupon_eli						
1493	54h	quest/coupon_eli						
1494	55h	quest/coupon_eli						
1495	56h	quest/coupon_eli						
1496	57h	quest/coupon_eli						
1497	58h	quest/coupon_eli						
1498	59h	quest/coupon_eli						
1499	60h	quest/coupon_eli						
1500	61h	quest/coupon_eli						
1501	62h	quest/coupon_eli						
1502	63h	quest/coupon_eli						
1503	64h	quest/coupon_eli						
1504	65h	quest/coupon_eli						
1505	66h	quest/coupon_eli						
1506	67h	quest/coupon_eli						
1507	68h	quest/coupon_eli						
1508	69h	quest/coupon_eli						
1509	60h	quest/coupon_eli						
1510	61h	quest/coupon_eli						
1511	62k	quest/coupon_eli						
1512	99j	quest/wild_card						
1513	xr0	gem/chipped_frozensoul						
1514	xl0	gem/flawed_frozensoul						
1515	xt0	gem/normal_frozensoul						
1516	xrx	gem/chipped_stormamber						
1517	xlx	gem/flawed_stormamber						
1518	xtx	gem/normal_stormamber						
1519	irg	glove/iron_guards						
1520	xig	glove/iron_guards						
1521	yig	glove/iron_guards						
1522	msb	belt/muscle_wrap						
1523	xms	belt/muscle_wrap						
1524	yms	belt/muscle_wrap						
1525	dbt	boot/crystal_boots						
1526	xbt	boot/crystal_boots						
1527	ybt	boot/crystal_boots						
1528	shl	armor/spiked_armor						
1529	xhh	armor/spiked_armor						
1530	yhh	armor/spiked_armor						
1531	cix	circlet/hachigane						
1532	ci4	circlet/faceguard						
1533	zrn	ring/ama_ring						
1534	srn	ring/sorceress_ring						
1535	nrn	ring/necro_ring						
1536	prn	ring/pala_ring						
1537	brg	ring/barb_ring						
1538	drn	ring/druid_ring						
1539	arn	ring/assassin_ring						
1540	sr0	ring/sorceress_ring						
1541	br0	ring/barb_ring						
1542	nr0	ring/necro_ring						
1543	pr0	ring/pala_ring						
1544	dr0	ring/druid_ring						
1545	ar0	ring/assassin_ring						
1546	zr0	ring/ama_ring						
1547	zam	amulet/ama_amulet						
1548	sam	amulet/sorceress_amulet						
1549	pam	amulet/pala_amulet						
1550	nam	amulet/necro_amulet						
1551	bam	amulet/barb_amulet						
1552	dam	amulet/druid_amulet						
1553	aam	amulet/assassin_amulet						
1554	sa0	amulet/sorceress_amulet						
1555	ba0	amulet/barb_amulet						
1556	na0	amulet/necro_amulet						
1557	pa0	amulet/pala_amulet						
1558	da0	amulet/druid_amulet						
1559	aa0	amulet/assassin_amulet						
1560	za0	amulet/ama_amulet						
1561	xr0	gem/chipped_frozensoul						
1562	xl0	gem/flawed_frozensoul						
1563	xt0	gem/normal_frozensoul						
1564	xr1	gem/chipped_shadowquartz						
1565	xl1	gem/flawed_shadowquartz						
1566	xt1	gem/normal_shadowquartz						
1567	xr2	gem/chipped_bleedingstone						
1568	xl2	gem/flawed_bleedingstone						
1569	xt2	gem/normal_bleedingstone						
1570	xr3	gem/chipped_sulphur						
1571	xl3	gem/flawed_sulphur						
1572	xt3	gem/normal_sulphur						
1573	xr4	gem/chipped_azurite						
1574	xl4	gem/flawed_azurite						
1575	xt4	gem/normal_azurite						
1576	xr5	gem/chipped_bitterperidot						
1577	xl5	gem/flawed_bitterperidot						
1578	xt5	gem/normal_bitterperidot						
1579	xr6	gem/chipped_opal						
1580	xl6	gem/flawed_opal						
1581	xt6	gem/normal_opal						
1582	xr7	gem/chipped_cinnabar						
1583	xl7	gem/flawed_cinnabar						
1584	xt7	gem/normal_cinnabar						
1585	xr8	gem/chipped_tombjade						
1586	xl8	gem/flawed_tombjade						
1587	xt8	gem/normal_tombjade						
1588	xr9	gem/chipped_mercury						
1589	xl9	gem/flawed_mercury						
1590	xt9	gem/normal_mercury						
1591	xry	gem/chipped_tourmaline						
1592	xly	gem/flawed_tourmaline						
1593	xty	gem/normal_tourmaline						
1594	xu0	quest/can_frozensoul						
1595	xu1	quest/can_shadowquartz						
1596	xu2	quest/can_bleedingstone						
1597	xu3	quest/can_burningsulphur						
1598	xu4	quest/can_darkazurite						
1599	xu5	quest/can_bitterperidot						
1600	xu6	quest/can_pulsingopal						
1601	xu7	quest/can_cinnabar						
1602	xu8	quest/can_tombjade						
1603	xu9	quest/can_solidmercury						
1604	xux	quest/can_stormamber						
1605	xuy	quest/can_tourmaline						
1606	ore	quest/ore						
1607	s01	rune/stocker_I_rune						
1608	s02	rune/stocker_U_rune						
1609	s03	rune/stocker_Shi_rune						
1610	s04	rune/stocker_Ka_rune						
1611	s05	rune/stocker_N_rune						
1612	s06	rune/stocker_Ku_rune						
1613	s07	rune/stocker_Yo_rune						
1614	s08	rune/stocker_Ki_rune						
1615	s09	rune/stocker_Ri_rune						
1616	s10	rune/stocker_Mi_rune						
1617	s11	rune/stocker_Ya_rune						
1618	s12	rune/stocker_A_rune						
1619	s13	rune/stocker_Tsu_rune						
1620	s14	rune/stocker_Chi_rune						
1621	s15	rune/stocker_Sa_rune						
1622	s16	rune/stocker_Yu_rune						
1623	s17	rune/stocker_Ke_rune						
1624	s18	rune/stocker_E_rune						
1625	s19	rune/stocker_Ko_rune						
1626	s20	rune/stocker_Ra_rune						
1627	s21	rune/stocker_O_rune						
1628	s22	rune/stocker_Ho_rune						
1629	s23	rune/stocker_Me_rune						
1630	s24	rune/stocker_Ru_rune						
1631	s25	rune/stocker_Ta_rune						
1632	s26	rune/stocker_To_rune						
1633	s27	rune/stocker_Wa_rune						
1634	s28	rune/stocker_Ha_rune						
1635	s29	rune/stocker_Na_rune						
1636	s30	rune/stocker_Ni_rune						
1637	s31	rune/stocker_Se_rune						
1638	s32	rune/stocker_Fu_rune						
1639	s33	rune/stocker_Ma_rune						
1640	s34	rune/stocker_Hi_rune						
1641	s35	rune/stocker_Mo_rune						
1642	s36	rune/stocker_No_rune						
1643	s37	rune/stocker_Te_rune						
1644	s38	rune/stocker_Ro_rune						
1645	s39	rune/stocker_So_rune						
1646	s40	rune/stocker_Mu_rune						
1647	s41	rune/stocker_Ne_rune						
1648	s42	rune/stocker_Re_rune						
1649	s43	rune/stocker_Su_rune						
1650	s44	rune/stocker_He_rune						
1651	s45	rune/stocker_Nu_rune						
1652	s46	rune/stocker_Wo_rune						
1653	s50	rune/stocker_Null_rune						
1654	aq0	bow/arrows2						
1655	cq0	bow/bolts2						
1656	an3	gem/aurastone_green						
1657	an4	gem/aurastone_red						
1658	an5	gem/aurastone_violet						
1659	an6	gem/aurastone_yellow						
1660	an7	gem/aurastone_black						
1661	an8	gem/aurastone_white						
1662	an9	gem/aurastone_blue						
1663	p01	axe/hand_axe						
1664	p02	axe/axe						
1665	p03	axe/double_axe						
1666	p04	axe/military_pick						
1667	p05	axe/war_axe						
1668	p06	axe/large_axe						
1669	p07	axe/broad_axe						
1670	p08	axe/battle_axe						
1671	p09	axe/great_axe						
1672	p10	axe/giant_axe						
1673	p11	wand/wand						
1674	p12	wand/yew_wand						
1675	p13	wand/bone_wand						
1676	p14	wand/grim_wand						
1677	p15	club/club						
1678	p16	scepter/scepter						
1679	p17	scepter/grand_scepter						
1680	p18	scepter/war_scepter						
1681	p19	club/spiked_club						
1682	p20	mace/mace						
1683	p21	mace/morning_star						
1684	p22	mace/flail						
1685	p23	hammer/war_hammer						
