Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Magekiller's	100	1	1	30	90	22	ass		15	22	125	ass		1	1											claw	tkni	asnx										0	0	0
Witch-hunter's	100	1	1	50		42	ass		28	15	125	ass		2	2											claw	tkni	asnx										0	0	0
Snowflake	100	1	1	15	30	18				20	137	cold-len		25	25	cold-min		15	30	cold-max		31	60	1	dblu	weap	circ											0	0	0
Snowflake	100	1	1	25	40	28				20	137	cold-len		25	25	cold-min		61	90	cold-max		91	127	1	dblu	weap	circ											0	0	0
Shivering	100	1	1	30	60	33				20	137	cold-len		50	50	cold-min		128	187	cold-max		188	285	1	dblu	weap												0	0	0
Shivering	100	1	1	35	90	38				20	137	cold-len		50	50	cold-min		286	330	cold-max		331	450	1	cblu	weap												0	0	0
Boreal	100	1	1	45		48				20	137	cold-len		75	75	cold-min		451	525	cold-max		526	600	1	cblu	weap												0	0	0
Hibernal	100	1	1	60		63				10	137	cold-len		100	100	cold-min		601	675	cold-max		676	825	1	cblu	weap												0	0	0
Ember	100	1	1	15	30	18				20	137	fire-min		20	35	fire-max		36	65					1	dred	weap	circ											0	0	0
Smoldering	100	1	1	25	40	28				20	137	fire-min		66	95	fire-max		96	132					1	dred	weap												0	0	0
Smoldering	100	1	1	30	60	33				20	137	fire-min		138	197	fire-max		198	295					1	dred	weap												0	0	0
Smoking	100	1	1	35	90	38				20	137	fire-min		296	340	fire-max		341	460					1	cred	weap												0	0	0
Flaming	100	1	1	45		48				20	137	fire-min		466	540	fire-max		541	615					1	cred	weap												0	0	0
Scorching	100	1	1	60		63				10	137	fire-min		616	690	fire-max		691	840					1	cred	weap												0	0	0
Static	100	1	1	15	30	18				20	137	ltng-min		1	1	ltng-max		46	120					1	dyel	weap	circ											0	0	0
Static	100	1	1	25	40	28				20	137	ltng-min		1	1	ltng-max		121	270					1	dyel	weap	circ											0	0	0
Glowing	100	1	1	30	60	33				20	137	ltng-min		1	1	ltng-max		271	540					1	dyel	weap												0	0	0
Buzzing	100	1	1	35	90	38				20	137	ltng-min		1	1	ltng-max		541	900					1	lyel	weap												0	0	0
Arcing	100	1	1	45		48				20	137	ltng-min		1	1	ltng-max		901	1200					1	lyel	weap												0	0	0
Shocking	100	1	1	60		63				10	137	ltng-min		1	1	ltng-max		1201	1650					1	lyel	weap												0	0	0
Septic	100	1	1	15	30	18				20	137	dmg-pois	50	384	384									1	dgrn	weap	circ											0	0	0
Septic	100	1	1	25	40	28				20	137	dmg-pois	75	639	639									1	dgrn	weap	circ											0	0	0
Envenomed	100	1	1	30	60	33				20	137	dmg-pois	100	1344	1344									1	dgrn	weap												0	0	0
Corosive	100	1	1	35	90	38				20	137	dmg-pois	125	2457	2457									1	cgrn	weap												0	0	0
Toxic	100	1	1	45		48				20	137	dmg-pois	100	5760	5760									1	cgrn	weap												0	0	0
Pestilent	100	1	1	60		63				10	137	dmg-pois	75	12800	12800									1	cgrn	weap												0	0	0
Compact	100		1	1	17	1				26	141	stack		50	75											thro												0	0	0
Thin	100		1	17	38	12				26	141	stack		75	125											thro												0	0	0
Dense	100		1	38	50	30				26	141	stack		125	150											thro												0	0	0
Elusive	100	1	1	9	15	6				18	143	ac-miss		20	40									1	lgry	shld	staf	wand	mana									0	0	0
Evasive	100	1	1	9	15	6				18	143	ac-hth		20	40									1	dgry	tors	staf	wand	mana									0	0	0
Infernal	100	1	1	90		60				4	144	abs-cold%		3	5									1	cblu	shld	tors											0	0	0
Chilling	100	1	1	90		60				4	144	abs-fire%		3	5									1	cred	shld	tors											0	0	0
Static	100	1	1	90		60				4	144	abs-ltng%		3	5									1	lyel	shld	tors											0	0	0
Bright	100	1	1	16	45	12				18	146	hp%		5	10									1	cred	staf	wand	mana	tors	belt								0	0	0
Solar	100	1	1	27	60	23				18	146	hp%		11	20									1	cred	staf	wand	mana	tors	belt								0	0	0
Vivid	100	1	1	38		34				18	146	hp%		21	30									1	cred	staf	wand	mana	tors	belt								0	0	0
Omniscient	100	1	1	16	45	12				18	145	mana%		5	10									1	lblu	ring	amul	staf	wand	mana								0	0	0
Sage	100	1	1	27	60	23				18	145	mana%		11	20									1	lblu	ring	amul	staf	wand	mana								0	0	0
Shrewd	100	1	1	38		34				18	145	mana%		21	30									1	lblu	ring	amul	staf	wand	mana								0	0	0
Dazzling	100	1	1	29	60	25				18	147	regen-mana		25	25									1	dgry	staf	wand	mana	helm	ring	amul							0	0	0
Fascinating	100	1	1	50	85	50				18	147	regen-mana		50	50									1	dgry	staf	wand	mana	helm	ring	amul							0	0	0
Exhilarating	100	1	1	75		60				8	147	regen-mana		51	100									1	dgry	staf	wand	mana	orb	dclb	npol	ndgr						0	0	0
Overwhelming	100	1	1	85		65				4	147	regen-mana		101	200									1	dgry	staf	wand	mana	orb	dclb	npol	ndgr						0	0	0
Mighty	100	1	1	11	30	10				8	155	str		5	10									1	cred	weap	tors	belt	glov	boot			bow	jave	h2h			0	0	0
Energizing	100	1	1	18	45	16				8	155	str		11	15									1	cred	weap	ring	amul	tors	belt			bow	jave	h2h			0	0	0
Strengthening	100	1	1	23	60	20				8	155	str		16	20									1	cred	weap	ring	amul	tors				bow	jave	h2h			0	0	0
Empowering	100	1	1	26	80	24				8	155	str		21	30									1	cred	weap	ring	amul	tors				bow	jave	h2h			0	0	0
Titan's	100	1	1	45		38				4	155	str		31	40									1	cred	weap	ring	amul	tors				bow	jave	h2h			0	0	0
Exarch's	100	1	1	60		50				2	155	str		41	60									1	cred	weap	amul	tors					bow	jave	h2h			0	0	0
Fletcher's	100	1	1	11	30	10				8	155	dex		5	10									1	cgrn	bow	jave	h2h	tors	belt	glov	boot						0	0	0
Archer's	100	1	1	18	45	16				8	155	dex		11	15									1	cgrn	bow	jave	h2h	ring	amul	tors	belt						0	0	0
Thief's	100	1	1	23	60	20				8	155	dex		16	20									1	cgrn	bow	jave	h2h	ring	amul	tors							0	0	0
Assassin's	100	1	1	26	80	24				8	155	dex		21	30									1	cgrn	bow	jave	h2h	ring	amul	tors							0	0	0
Sharpshooter's	100	1	1	45		38				4	155	dex		31	40									1	cgrn	bow	jave	h2h	ring	amul	tors							0	0	0
Hawkeye's	100	1	1	60		50				2	155	dex		41	60									1	cgrn	bow	jave	h2h	amul	tors								0	0	0
Scholar's	100	1	1	11	30	10				8	155	enr		5	10									1	cgrn	staf	wand	ndgr	dclb	orb	mana	scep						0	0	0
Sage's	100	1	1	18	45	16				8	155	enr		11	15									1	cgrn	staf	wand	ndgr	dclb	orb	mana	scep						0	0	0
Wizard's	100	1	1	23	60	20				8	155	enr		16	20									1	cgrn	staf	wand	ndgr	dclb	orb	mana	scep						0	0	0
Mystic's	100	1	1	26	80	24				8	155	enr		21	30									1	cgrn	staf	wand	ndgr	dclb	orb	mana	scep						0	0	0
Seer's	100	1	1	45		38				4	155	enr		31	40									1	cgrn	staf	wand	ndgr	dclb	orb	mana	scep						0	0	0
Genius'	100	1	1	60		50				2	155	enr		41	60									1	cgrn	staf	wand	ndgr	dclb	orb	mana	scep						0	0	0
Strengthening	100	1	1	23	50	20				8	172	strpercent		2	5									1	cred	weap	ring	amul	tors				bow	h2h	staf	wand	orb	0	0	0
Empowering	100	1	1	26	60	24				8	172	strpercent		6	10									1	cred	weap	ring	amul	tors				bow	h2h	staf	wand	orb	0	0	0
Titan's	100	1	1	45		38				8	172	strpercent		11	20									1	cred	weap	ring	amul	tors				bow	h2h	staf	wand	orb	0	0	0
Exarch's	100	1	1	60		50				4	172	strpercent		21	30									1	cred	weap	tors						bow	h2h	staf	wand	orb	0	0	0
Thief's	100	1	1	23	50	20				8	172	dexpercent		2	5									1	cgrn	bow	jave	h2h	ring	amul	tors							0	0	0
Assassin's	100	1	1	26	60	24				8	172	dexpercent		6	10									1	cgrn	bow	jave	h2h	ring	amul	tors							0	0	0
Sharpshooter's	100	1	1	45		38				8	172	dexpercent		11	20									1	cgrn	bow	jave	h2h	ring	amul	tors							0	0	0
Hawkeye's	100	1	1	60		50				4	172	dexpercent		21	30									1	cgrn	bow	jave	h2h	tors									0	0	0
Wizard's	100	1	1	23	50	20				8	172	enepercent		2	5									1	cgrn	weap	ring	amul	tors									0	0	0
Mystic's	100	1	1	26	60	24				8	172	enepercent		6	10									1	cgrn	weap	ring	amul	tors									0	0	0
Seer's	100	1	1	45		38				8	172	enepercent		11	20									1	cgrn	weap	ring	amul	tors									0	0	0
Genius'	100	1	1	60		50				4	172	enepercent		21	30									1	cgrn	weap	tors											0	0	0
of the Trickster	100		1	50	90	35				4	173	charge-noconsume		10	20									1	lgry	h2h												0	0	0
of the Combatant	100		1	70		50				2	173	charge-noconsume		21	30									1	dgry	h2h												0	0	0
of the Master	100		1	90		65				1	173	charge-noconsume		31	40									1	blac	h2h												0	0	0
Brisk	100	1	1	18	54	18				20	156	move2		10	15									1	dblu	boot												0	0	0
Swift	100	1	1	38	80	25				20	156	move2		20	25									1	dblu	boot												0	0	0
Quick	100	1	1	54		45				20	156	move2		30	35									1	cblu	boot												0	0	0
Fleet	100	1	1	80		60				10	156	move2		40	50									1	cblu	boot												0	0	0
ArchMage's	100	1	1	40	70	30				20	157	mana		10	15	mana%		10	15	cast3		20	20	1	cblu	staf	mana	wand	orb	dclb	ndgr	scep						0	0	0
ArchMage's	100	1	1	50		40				20	157	mana		16	20	mana%		16	20	cast3		25	25	1	cblu	staf	mana	wand	orb	dclb	ndgr	scep						0	0	0
ArchMage's	100	1	1	80		60				10	157	mana		21	30	mana%		21	30	cast3		30	30	1	cblu	staf	mana	wand	orb	dclb	ndgr	scep						0	0	0
ArchMage's	100	1	1	80		60				10	157	mana		50	50	mana%		50	50	cast3		50	50	1	cblu	staf	npol											0	0	0
Knowledgeable	100	1	1	35		30				20	158	allskills		1	1									1	whit	weap	ring	amul	armo				glov	belt	boot			0	0	0
Blinding	100	1		80		60				18	161	swing2		100	100									1	whit	mele							staf	wand	orb			0	0	0
Heavy	100		1	20		1				18	162	ac%		75	75	ease		10	10					1	lyel	tors	shld											0	0	0
Heavy	100		1	40		1				18	162	ac%		150	150	ease		20	20					1	lyel	tors	shld											0	0	0
Heavy	100		1	60		1				18	162	ac%		200	200	ease		30	30					1	lyel	tors	shld											0	0	0
Heavy	100		1	20		1				18	162	dmg%		75	75	ease		10	10					1	lgry	mele							staf	wand	orb			0	0	0
Heavy	100		1	40		1				18	162	dmg%		150	150	ease		20	20					1	lgry	mele							staf	wand	orb			0	0	0
Heavy	100		1	60		1				18	162	dmg%		200	200	ease		30	30					1	lgry	mele							staf	wand	orb			0	0	0
Horrific	100	1	1	25		1				16	164	red-dmg%		6	10									1	blac	tors	shld	belt										0	0	0
Horrific	100	1	1	50		1				16	164	red-dmg%		11	15									1	blac	tors	shld											0	0	0
Horrific	100	1		75		1				16	164	red-dmg%		16	20									1	blac	tors	shld											0	0	0
Soulless	100	1	1	18	26	18				16	164	red-dmg		3	5									1	blac	tors	shld											0	0	0
Soulless	100	1	1	26	35	24				16	164	red-dmg		5	10									1	blac	tors	shld											0	0	0
Soulless	100	1	1	35	45	33				16	164	red-dmg		11	15									1	blac	tors	shld											0	0	0
Soulless	100	1	1	45		43				8	164	red-dmg		16	20									1	blac	tors	shld											0	0	0
Soulless	100	1	1	75		70				4	164	red-dmg		21	40									1	blac	tors	shld											0	0	0
Heartless	100	1	1	18	26	18				16	164	red-mag		3	5									1	blac	tors	shld											0	0	0
Heartless	100	1	1	26	35	24				16	164	red-mag		5	10									1	blac	tors	shld											0	0	0
Heartless	100	1	1	35	45	33				16	164	red-mag		11	15									1	blac	tors	shld											0	0	0
Heartless	100	1	1	45		43				8	164	red-mag		16	20									1	blac	tors	shld											0	0	0
Heartless	100	1	1	75		70				4	164	red-mag		21	40									1	blac	tors	shld											0	0	0
Miocene	100	1	1	1	20	1				18	165	ac/lvl	4											1	dgry	shld	glov	belt	boot									0	0	0
Oligocene	100	1	1	8	35	7				18	165	ac/lvl	8											1	dgry	shld	glov	belt	boot									0	0	0
Oligocene	100	1	1	15	50	7				18	165	ac/lvl	12											1	dgry	shld	glov	belt	boot									0	0	0
Eocene	100	1	1	22	60	15				18	165	ac/lvl	16											1	dgry	shld	glov	belt	boot									0	0	0
Eocene	100	1	1	29		15				18	165	ac/lvl	20											1	dgry	shld	glov	belt	boot									0	0	0
Paleocene	100	1	1	36		22				18	165	ac/lvl	24											1	dgry	shld	tors											0	0	0
Paleocene	100	1	1	43		22				9	165	ac/lvl	28											1	dgry	tors												0	0	0
Loud	100	1	1	1	45	1				18	166	dmg%/lvl	4											1	dgld	weap							staf	wand	orb			0	0	0
Loud	100	1	1	15	60	8				18	166	dmg%/lvl	8											1	dgld	weap							staf	wand	orb			0	0	0
Calling	100	1	1	30	80	16				18	166	dmg%/lvl	12											1	dgld	weap							staf	wand	orb			0	0	0
Yelling	100	1	1	45		30				18	166	dmg%/lvl	16											1	dgld	weap							staf	wand	orb			0	0	0
Shouting	100	1	1	60		45				18	166	dmg%/lvl	20											1	dgld	weap							staf	wand	orb			0	0	0
Screaming	100	1	1	80		65				9	166	dmg%/lvl	24											1	dgld	weap							staf	wand	orb			0	0	0
Robineye	100	1	1	1	30	1				16	167	att/lvl	4											1	oran	weap							staf	wand	orb			0	0	0
Sparroweye	100	1	1	10	50	7				16	167	att/lvl	8											1	oran	weap							staf	wand	orb			0	0	0
Falconeye	100	1	1	20	80	15				16	167	att/lvl	16											1	oran	weap							staf	wand	orb			0	0	0
Hawkeye	100	1	1	35		26				16	167	att/lvl	24											1	oran	weap							staf	wand	orb			0	0	0
Eagleeye	100	1	1	50		37				8	167	att/lvl	32											1	oran	weap							staf	wand	orb			0	0	0
Visionary	100	1	1	25		18				16	167	att%/lvl	2											1	lgry	miss	helm											0	0	0
Knave's	100	1	1	1	50	1				18	168	dmg/lvl	4			att/lvl	2							1	blac	weap							staf	wand	orb			0	0	0
Jack's	100	1	1	15	80	7				18	168	dmg/lvl	8			att/lvl	4							1	blac	weap							staf	wand	orb			0	0	0
Jester's	100	1	1	30		15				18	168	dmg/lvl	12			att/lvl	8							1	blac	weap							staf	wand	orb			0	0	0
Joker's	100	1	1	50		35				18	168	dmg/lvl	16			att/lvl	12							1	blac	weap							staf	wand	orb			0	0	0
Trump	100	1	1	80		65				9	168	dmg/lvl	20			att/lvl	16							1	blac	weap							staf	wand	orb			0	0	0
Mnemonic	100	1	1	25	60	18				16	169	mana/lvl	4											1	cblu	helm												0	0	0
Mnemonic	100	1	1	50		36				4	169	mana/lvl	16											1	cblu	helm												0	0	0
Dummy	100	1	1	1		1				1	101															xcha												0	0	0
Stout	100	1	1	1	20	1				2	101	ac		6	10									1	dgry	lcha												0	0	0
Stout	100	1	1	7	35	5				2	101	ac		11	20									1	dgry	lcha												0	0	0
Stout	100	1	1	12	50	9				2	101	ac		21	30									1	dgry	lcha												0	0	0
Burly	100	1	1	17	65	12				2	101	ac		31	40									1	dgry	lcha												0	0	0
Burly	100	1	1	22	75	16				2	101	ac		41	50									1	dgry	lcha												0	0	0
Burly	100	1	1	27	90	20				2	101	ac		51	60									1	dgry	lcha												0	0	0
Stalwart	100	1	1	50		35				2	101	ac		61	80									1	dgry	lcha												0	0	0
Stalwart	100	1	1	65		50				2	101	ac		81	110									1	dgry	lcha												0	0	0
Stalwart	100	1	1	80		65				1	101	ac		111	150									1	dgry	lcha												0	0	0
Stout	100	1	1	1	20	1				3	101	ac		4	7									1	dgry	mcha												0	0	0
Stout	100	1	1	7	35	5				3	101	ac		8	15									1	dgry	mcha												0	0	0
Stout	100	1	1	12	50	9				3	101	ac		16	22									1	dgry	mcha												0	0	0
Burly	100	1	1	17	65	12				3	101	ac		23	30									1	dgry	mcha												0	0	0
Burly	100	1	1	22	75	16				3	101	ac		31	37									1	dgry	mcha												0	0	0
Stalwart	100	1	1	27	90	20				3	101	ac		38	45									1	dgry	mcha												0	0	0
Stalwart	100	1	1	50		35				3	101	ac		46	60									1	dgry	mcha												0	0	0
Stalwart	100	1	1	65		50				3	101	ac		61	82									1	dgry	mcha												0	0	0
Stalwart	100	1	1	80		65				2	101	ac		83	112									1	dgry	mcha												0	0	0
Stout	100	1	1	1	20	1				5	101	ac		3	5									1	dgry	scha												0	0	0
Stout	100	1	1	7	35	5				5	101	ac		6	10									1	dgry	scha												0	0	0
Burly	100	1	1	12	50	9				5	101	ac		11	15									1	dgry	scha												0	0	0
Stalwart	100	1	1	17	65	12				5	101	ac		16	20									1	dgry	scha												0	0	0
Stalwart	100	1	1	22	75	16				5	101	ac		21	25									1	dgry	scha												0	0	0
Stalwart	100	1	1	27	90	20				5	101	ac		26	30									1	dgry	scha												0	0	0
Stalwart	100	1	1	50		35				5	101	ac		31	40									1	dgry	scha												0	0	0
Stalwart	100	1	1	65		50				5	101	ac		41	55									1	dgry	scha												0	0	0
Stalwart	100	1	1	80		65				3	101	ac		56	75									1	dgry	scha												0	0	0
Red	100	1	1	4	52	3				2	103	dmg-min		1	3									1	dred	lcha												0	0	0
Sanguinary	100	1	1	40	80	32				2	103	dmg-min		4	6									1	dred	lcha												0	0	0
Bloody	100	1	1	52		46				2	103	dmg-min		7	9									1	dred	lcha												0	0	0
Bloody	100	1	1	80		65				1	103	dmg-min		10	15									1	dred	lcha												0	0	0
Red	100	1	1	11	55	8				2	103	dmg-min		1	2									1	dred	mcha												0	0	0
Sanguinary	100	1	1	33	80	25				2	103	dmg-min		3	4									1	dred	mcha												0	0	0
Bloody	100	1	1	55		47				2	103	dmg-min		5	6									1	dred	mcha												0	0	0
Bloody	100	1	1	80		65				1	103	dmg-min		7	10									1	dred	mcha												0	0	0
Red	100	1	1	24	58	16				2	103	dmg-min		1	2									1	dred	scha												0	0	0
Sanguinary	100	1	1	41	80	33				2	103	dmg-min		2	3									1	dred	scha												0	0	0
Bloody	100	1	1	58		50				2	103	dmg-min		3	4									1	dred	scha												0	0	0
Bloody	100	1	1	80		65				1	103	dmg-min		5	7									1	dred	scha												0	0	0
Jagged	100	1	1	3	50	2				2	104	dmg-max		1	3									1	blac	lcha												0	0	0
Forked	100	1	1	25	80	18				2	104	dmg-max		4	6									1	blac	lcha												0	0	0
Forked	100	1	1	35		24				2	104	dmg-max		7	9									1	blac	lcha												0	0	0
Serrated	100	1	1	50		35				2	104	dmg-max		10	13									1	blac	lcha												0	0	0
Serrated	100	1	1	80		65				1	104	dmg-max		14	18									1	blac	lcha												0	0	0
Jagged	100	1	1	10	50	7				3	104	dmg-max		1	2									1	blac	mcha												0	0	0
Jagged	100	1	1	20	80	15				3	104	dmg-max		3	4									1	blac	mcha												0	0	0
Forked	100	1	1	35		22				3	104	dmg-max		5	6									1	blac	mcha												0	0	0
Forked	100	1	1	50		35				3	104	dmg-max		7	10									1	blac	mcha												0	0	0
Serrated	100	1	1	80		65				2	104	dmg-max		11	14									1	blac	mcha												0	0	0
Jagged	100	1	1	12	65	10				4	104	dmg-max		1	1									1	blac	scha												0	0	0
Forked	100	1	1	30	80	30				4	104	dmg-max		2	3									1	blac	scha												0	0	0
Serrated	100	1	1	53		45				4	104	dmg-max		3	4									1	blac	scha												0	0	0
Serrated	100	1	1	65		51				4	104	dmg-max		5	6									1	blac	scha												0	0	0
Serrated	100	1	1	80		65				2	104	dmg-max		7	9									1	blac	scha												0	0	0
Rugged	100	1	1	1	50	1				3	109	stam		20	50									1	oran	lcha												0	0	0
Rugged	100	1	1	30	80	15				3	109	stam		51	100									1	oran	lcha												0	0	0
Rugged	100	1	1	50		35				2	109	stam		101	200									1	oran	lcha												0	0	0
Rugged	100	1	1	1	50	1				3	109	stam		15	35									1	oran	mcha												0	0	0
Rugged	100	1	1	30	80	15				3	109	stam		36	75									1	oran	mcha												0	0	0
Rugged	100	1	1	50		35				2	109	stam		76	150									1	oran	mcha												0	0	0
Rugged	100	1	1	1	50	1				3	109	stam		10	25									1	oran	scha												0	0	0
Rugged	100	1	1	30	80	15				3	109	stam		26	50									1	oran	scha												0	0	0
Rugged	100	1	1	50		35				2	109	stam		51	100									1	oran	scha												0	0	0
Bronze	100	1	1	1	15	1				2	110	att		6	10									1	dgld	lcha												0	0	0
Bronze	100	1	1	7	35	5				2	110	att		11	20									1	dgld	lcha												0	0	0
Iron	100	1	1	15	55	10				2	110	att		21	50									1	dgry	lcha												0	0	0
Iron	100	1	1	35	80	20				2	110	att		51	75									1	dgry	lcha												0	0	0
Steel	100	1	1	55		35				2	110	att		76	150									1	lgry	lcha												0	0	0
Steel	100	1	1	80		65				1	110	att		151	300									1	lgry	lcha												0	0	0
Bronze	100	1	1	1	15	1				3	110	att		4	7									1	dgld	mcha												0	0	0
Bronze	100	1	1	7	35	5				3	110	att		8	15									1	dgld	mcha												0	0	0
Iron	100	1	1	15	55	10				3	110	att		16	37									1	dgry	mcha												0	0	0
Iron	100	1	1	35	80	20				3	110	att		38	56									1	dgry	mcha												0	0	0
Steel	100	1	1	55		35				3	110	att		57	112									1	lgry	mcha												0	0	0
Steel	100	1	1	80		65				2	110	att		113	225									1	lgry	mcha												0	0	0
Bronze	100	1	1	1	15	1				5	110	att		3	5									1	dgld	scha												0	0	0
Bronze	100	1	1	7	35	5				5	110	att		6	10									1	dgld	scha												0	0	0
Iron	100	1	1	15	55	10				5	110	att		11	25									1	dgry	scha												0	0	0
Steel	100	1	1	35	80	20				5	110	att		26	37									1	lgry	scha												0	0	0
Steel	100	1	1	55		35				5	110	att		38	75									1	lgry	scha												0	0	0
Steel	100	1	1	80		65				3	110	att		76	150									1	lgry	scha												0	0	0
Fine	100	1	1	15	53	7				2	111	att		10	25	dmg-max		1	3					1	blac	lcha												0	0	0
Fine	100	1	1	34		22				2	111	att		26	50	dmg-max		4	7					1	dgry	lcha												0	0	0
Sharp	100	1	1	53		37				1	111	att		51	75	dmg-max		8	10					1	lgry	lcha												0	0	0
Fine	100	1	1	28	51	18				3	111	att		7	15	dmg-max		1	2					1	blac	mcha												0	0	0
Sharp	100	1	1	51		37				3	111	att		16	35	dmg-max		3	5					1	dgry	mcha												0	0	0
Sharp	100	1	1	65		50				2	111	att		36	50	dmg-max		6	7					1	dgry	mcha												0	0	0
Fine	100	1	1	51	65	37				4	111	att		5	10	dmg-max		1	2					1	blac	scha												0	0	0
Fine	100	1	1	65		51				4	111	att		11	25	dmg-max		3	4					1	blac	scha												0	0	0
Fine	100	1	1	80		63				2	111	att		26	35	dmg-max		4	5					1	blac	scha												0	0	0
Lizard's	100	1	1	1	25	1				3	115	mana		3	10									1	dblu	lcha												0	0	0
Lizard's	100	1	1	7	40	5				3	115	mana		11	20									1	dblu	lcha												0	0	0
Snake's	100	1	1	20	50	14				3	115	mana		21	25									1	dblu	lcha												0	0	0
Snake's	100	1	1	35	65	22				3	115	mana		26	30									1	dblu	lcha												0	0	0
Serpent's	100	1	1	50		35				3	115	mana		36	40									1	dblu	lcha												0	0	0
Serpent's	100	1	1	65		50				2	115	mana		41	50									1	dblu	lcha												0	0	0
Lizard's	100	1	1	1	25	1				4	115	mana		2	7									1	dblu	mcha												0	0	0
Lizard's	100	1	1	7	40	5				4	115	mana		8	10									1	dblu	mcha												0	0	0
Lizard's	100	1	1	20	50	14				4	115	mana		11	14									1	dblu	mcha												0	0	0
Snake's	100	1	1	35	65	22				4	115	mana		19	26									1	dblu	mcha												0	0	0
Serpent's	100	1	1	50		35				4	115	mana		27	33									1	dblu	mcha												0	0	0
Serpent's	100	1	1	65		50				2	115	mana		34	40									1	dblu	mcha												0	0	0
Lizard's	100	1	1	1	25	1				6	115	mana		1	4									1	dblu	scha												0	0	0
Lizard's	100	1	1	7	40	5				6	115	mana		5	10									1	dblu	scha												0	0	0
Snake's	100	1	1	20	50	14				6	115	mana		11	12									1	dblu	scha												0	0	0
Serpent's	100	1	1	35	65	22				6	115	mana		13	15									1	dblu	scha												0	0	0
Serpent's	100	1	1	50		35				6	115	mana		16	20									1	dblu	scha												0	0	0
Serpent's	100	1	1	65		50				3	115	mana		21	25									1	dblu	scha												0	0	0
Shimmering	100	1	1	8	80	6				2	116	res-all		7	9									1	lpur	lcha												0	0	0
Shimmering	100	1	1	60		45				1	116	res-all		10	12									1	lpur	lcha												0	0	0
Shimmering	100	1		35		27				2	116	res-all		13	15									1	lpur	lcha												0	0	0
Shimmering	100	1	1	17	80	12				2	116	res-all		4	5									1	lpur	mcha												0	0	0
Shimmering	100	1	1	60		45				1	116	res-all		6	8									1	lpur	mcha												0	0	0
Shimmering	100	1		34		26				2	116	res-all		9	10									1	lpur	mcha												0	0	0
Shimmering	100	1	1	15	80	25				2	116	res-all		2	4									1	lpur	scha												0	0	0
Shimmering	100	1	1	60		45				1	116	res-all		4	6									1	lpur	scha												0	0	0
Shimmering	100	1		33		25				2	116	res-all		7	8									1	lpur	scha												0	0	0
Azure	100	1	1	1	35	1				2	117	res-cold		7	15									1	dblu	lcha												0	0	0
Lapis	100	1	1	15	60	7				2	117	res-cold		16	20									1	dblu	lcha												0	0	0
Cobalt	100	1	1	35		22				2	117	res-cold		21	25									1	lblu	lcha												0	0	0
Sapphire	100	1	1	60		45				1	117	res-cold		26	30									1	lblu	lcha												0	0	0
Azure	100	1	1	1	35	1				2	117	res-cold		5	10									1	dblu	mcha												0	0	0
Lapis	100	1	1	15	60	7				2	117	res-cold		11	15									1	dblu	mcha												0	0	0
Cobalt	100	1	1	35		22				2	117	res-cold		16	18									1	lblu	mcha												0	0	0
Sapphire	100	1	1	60		45				1	117	res-cold		19	22									1	lblu	mcha												0	0	0
Azure	100	1	1	1	35	1				2	117	res-cold		4	7									1	dblu	scha												0	0	0
Lapis	100	1	1	15	60	7				2	117	res-cold		8	10									1	dblu	scha												0	0	0
Cobalt	100	1	1	35		22				2	117	res-cold		11	12									1	lblu	scha												0	0	0
Sapphire	100	1	1	60		45				1	117	res-cold		13	14									1	lblu	scha												0	0	0
Crimson	100	1	1	1	35	1				2	118	res-fire		7	15									1	dred	lcha												0	0	0
Russet	100	1	1	15	60	7				2	118	res-fire		16	20									1	dred	lcha												0	0	0
Garnet	100	1	1	35		22				2	118	res-fire		21	25									1	lred	lcha												0	0	0
Ruby	100	1	1	60		45				1	118	res-fire		26	30									1	lred	lcha												0	0	0
Crimson	100	1	1	1	35	1				2	118	res-fire		5	10									1	dred	mcha												0	0	0
Russet	100	1	1	15	60	7				2	118	res-fire		11	15									1	dred	mcha												0	0	0
Garnet	100	1	1	35		22				2	118	res-fire		16	18									1	lred	mcha												0	0	0
Ruby	100	1	1	60		45				1	118	res-fire		19	22									1	lred	mcha												0	0	0
Crimson	100	1	1	1	35	1				2	118	res-fire		4	7									1	dred	scha												0	0	0
Russet	100	1	1	15	60	7				2	118	res-fire		8	10									1	dred	scha												0	0	0
Garnet	100	1	1	35		22				2	118	res-fire		11	12									1	lred	scha												0	0	0
Ruby	100	1	1	60		45				1	118	res-fire		13	14									1	lred	scha												0	0	0
Tangerine	100	1	1	1	35	1				2	119	res-ltng		7	15									1	dyel	lcha												0	0	0
Ocher	100	1	1	15	60	7				2	119	res-ltng		16	20									1	dyel	lcha												0	0	0
Coral	100	1	1	35		22				2	119	res-ltng		21	25									1	lyel	lcha												0	0	0
Amber	100	1	1	60		45				1	119	res-ltng		26	30									1	lyel	lcha												0	0	0
Tangerine	100	1	1	1	35	1				2	119	res-ltng		5	10									1	dyel	mcha												0	0	0
Ocher	100	1	1	15	60	7				2	119	res-ltng		11	15									1	dyel	mcha												0	0	0
Coral	100	1	1	35		22				2	119	res-ltng		16	18									1	lyel	mcha												0	0	0
