Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	*CollisionOverlap	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	*OnDiedSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*MissileWeaponVFX	EOL
dragonfuryshurikenfurybolt	1114	1		1		1																																									skill('Claws of Thunder'.blvl)*5	convert to elemental%					35	35			7				255	255	255	0	0	1	LightningBolt	1024	5	16					3			1		1								2				1	1							1	1			1				4	32	8	1	32																ltng																			64																								0
executehealnova	1115	1	4	29	5																												1								1																25				255	255	255	0	0	1	LightningBolt	1024	5	16										1			1	1				1					1											1																																											64												executehealnovabolt							executehealnovabolt					0
executehealnovabolt	1116	1		1		1																																									skill('Blades of Ice'.blvl)*5	convert to elemental%					50	50			10				255	255	255	0	0	1	LightningBolt	1024	5	16					3					1			1	1				3				1	1							1	1			1				4	32	8	1	64																cold																		12	64																								0
executeflowernova	1117	1	4	1	5																												16								16																				255	255	255	0	0	0	LightningBolt	1024	5	16										1								1					1											1																																											64				assassin_bladeshield								executeflowernovaspawner							executeflowernovaspawner					0
executeflowernovaspawner	1118	20	30	16	29	1			24		3										24		3										16								16						skill('Blades of Ice'.blvl)*5	convert to elemental%					20	20			27				128	255	128	0	0	0	Javelin	1024	8	16					3													3				1	1							1	1			1				4	32	8	1	32																cold																		10	32												executeflowernovabolt							executeflowernovabolt					0
executeflowernovabolt	1119	20	30	16	29	1			24		3										24		3										64								64						skill('Blades of Ice'.blvl)*5	convert to elemental%					20	20			27				128	255	128	0	0	0	Javelin	1024	8	16					3													2				1	1							1	1			1				4	32	8	1	32																cold																		10	32												executeflowerlivecheck							executeflowerlivecheck					0
executeflowerlivecheck	1120	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob																											3				255	255	255	0	0	0	LightningBolt	1024	5	16										1								1					1											1																																											64									executeflowernovathird							executeflowernovathird								0
executeflowernovathird	1121	1	4	1	5																												16								16																				255	255	255	0	0	0	LightningBolt	1024	5	16										1								1					1											1																																											64												executeflowernovathirdbolt							executeflowernovathirdbolt					0
executeflowernovathirdbolt	1122	20		16		1			24		3										24		3										64								64						skill('Blades of Ice'.blvl)*5	convert to elemental%					20	20			27				128	255	128	0	0	0	Javelin	1024	8	16					3													2					1							1	1			1				4	32	8	1	32																cold																		10	32																								0
executeorbnova	1123	19		15					2		25										2		25																																		16	1			255	255	255	0	0	1	LightningBolt	1024	5	16										1								1																1																																											64									executeorbnovaspawner							executeorbnovaspawner								0
executeorbnovaspawner	1124	1	30	1	29																												64								64												25	25		-2500	20				255	255	255	0	0	1	LightningBolt	1024	5	16																		1					1											1																																											64												executeorbnovafury							executeorbnovafury					0
executeorbnovafury	1125	1	25	1	20																												11	range (0=skill)	1	max (0 = skill)					11	range (0=skill)	1	max (0 = skill)																	255	255	255	0	0	1	LightningBolt	1024	5	16										1								2					1											1																																											64												executeorbnovabolt							executeorbnovabolt					0
executeorbnovabolt	1126	1		1		1																																									skill('Blades of Ice'.blvl)*5	convert to elemental%					35	35			15				128	255	128	0	0	0	Javelin	1024	8	16		1	12	36	3	1				1								2				1	1							1	1			1				4	32	8	1	32																cold																		12	32																								0
freezingclaws	1127	19	30	15	29				1		25										1		25										64								64																1				0	0	0	0	0	1	null	1024	15	16										1													1											1																																											1									freezingclawsfurydamage			freezingclawsfuryfreeze				freezingclawsfurydamage			freezingclawsfuryfreeze					0
freezingclawsfurydamage	1128	1	25	1	20																												8	range (0=skill)	5	max (0 = skill)					8	range (0=skill)	5	max (0 = skill)																	255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								2					1											1																																											32												freezingclawsfurydamagebolt							freezingclawsfurydamagebolt					0
freezingclawsfuryfreeze	1129	1	25	1	20																												8	range (0=skill)	5	max (0 = skill)					8	range (0=skill)	5	max (0 = skill)																	255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								2					1											1																																											32												freezingclawsfuryfreezebolt							freezingclawsfuryfreezebolt					0
freezingclawsfurydamagebolt	1130	1		1		1																																									min(dl12,100)	convert to elemental%	49	base	1	level	80	80			3				128	255	128	0	0	0	Javelin	1024	8	16					3			1		1								3				1	1							1	1			1			Freezing Claws	4			1																	cold																		48	32																								0
freezingclawsfuryfreezebolt	1131	1		1		4																																									100						80	80			3				128	255	128	0	0	0	Javelin	1024	8	16					3					1								3				1	1								1			1				4		8																		cold														10	4	4	4	48	32																								0
chargedclaws	1132	1	25	1	20	1																											0	range (0=skill)	2	max (0 = skill)					0	range (0=skill)	2	max (0 = skill)			min(dl12,100)	convert to elemental%	49	base	1	level	25	25			30				255	255	255	0	0	0	Expansion\Mindblast	1024	10	16					3	1				1								1				1								1	1			1			SCharged Strike	4			1																	ltng																		64	32			sorceress_chargedbolt_1									chargedclawssecondary							chargedclawssecondary					0
chargedclawssecondary	1133	1	25	1	20	1																											0	range (0=skill)	2	max (0 = skill)					0	range (0=skill)	2	max (0 = skill)			min(dl12,100)	convert to elemental%	49	base	1	level	25	25			30				255	255	255	1	1	0	Expansion\Mindblast	1024	10	16					3	1				1								1				1								1	1			1			SCharged Strike	4			1																	ltng																		64	32			sorceress_chargedbolt_1									chargedclawstertiary							chargedclawstertiary					0
chargedclawstertiary	1134	1		1		1																																									min(dl12,100)	convert to elemental%	49	base	1	level	25	25			30				255	255	255	1	1	0	Expansion\Mindblast	1024	10	16					3	1				1								1				1								1	1			1			SCharged Strike	4			1																	ltng																		64	32			sorceress_chargedbolt_1																					0
shockwavedru	1135	19	4	15	5				1												1												1								1																1				0	0	0	0	0	1	null	1024	30	16		1	17	18						1		1						1	1	25			1						1				1																																												1									shockwavedrulivecheck			shockwavedrunova				shockwavedrulivecheck			shockwavedrunova					0
shockwavedrulivecheck	1136	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	5	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	5	end frame	30	lob			1																								6				0	0	0	0	0	1	null	1024	30	16		1	17	18						1		1						1	1	25									1				1																																												1									shockwavedrusingletarget							shockwavedrusingletarget								0
shockwavedrusingletarget	1137	1	25	1	20																												3		1						3		1																		0	0	0	0	0	1	null	1024	15	16										1													1	1			1							1																																											1												shockwavedrusingletargetbolt							shockwavedrusingletargetbolt					0
shockwavedrusingletargetbolt	1138	1		1																																																	40	40			5				0	0	0	0	0	0	null	1024	2	16					3	1				1								3				1									1						Shock Wave	4			1																	ltng																			1																								0
shockwavedrunova	1139	1	4	1	5																												4								4												20	40	2		12				255	255	255	0	0	0	expansion\shockwave	1024	7	8					3			1		1			1	1				2				1								1	1			1	1		Shock Wave	4			1																																			5	32			druid_shockwave									shockwavedrubolt							shockwavedrubolt					0
shockwavedrubolt	1140	1		1																																																	25	25			8				255	255	255	0	0	0	expansion\shockwave	1024	7	8					3			1		1			1	1				2				1								1	1			1				4	32	8	1	38																																		5	32			druid_shockwave																					0
shockwavebear	1141	19	4	15	5				1												1												1								2																1				0	0	0	0	0	1	null	1024	30	16		1	17	18						1		1						1	1	25			1						1				1																																												1									shockwavebearlivecheck			shockwavebearbolt				shockwavebearlivecheck			shockwavebearbolt					0
shockwavebearlivecheck	1142	50		28					1	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	5	end frame	30	lob			1	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	5	end frame	30	lob			1																								6				0	0	0	0	0	1	null	1024	30	16		1	17	18						1		1						1	1	25									1				1																																												1									shockwavebearsingletarget							shockwavebearsingletarget								0
shockwavebearsingletarget	1143	1	25	1	20																												3		1						3		1																		0	0	0	0	0	1	null	1024	15	16										1													1	1			1							1																																											1												shockwavebearsingletargetbolt							shockwavebearsingletargetbolt					0
shockwavebearsingletargetbolt	1144	1		1																																																	80	80			2				0	0	0	0	0	0	null	1024	2	16					3	1				1								3				1									1						Shock Wave Bear	4			1																																				1																								0
shockwavebearbolt	1145	1		1																																																	40	40			20				255	255	255	0	0	0	expansion\shockwave	1024	7	8					3			1		1			1	1				2				1								1	1			1			Shock Wave Bear	4			1																																			5	32			druid_shockwave																					0
furymissile	1146	19	30	15	29				1												1												64								64																1				0	0	0	0	0	1	null	1024	15	16										1													1											1																																											1									furymissilelivecheck			furymissilenova				furymissilelivecheck			furymissilenova					0
furymissilelivecheck	1147	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob																											3				255	255	255	0	0	1	LightningBolt	1024	5	16										1								1					1											1																																											64									furymissiledebuffnova							furymissiledebuffnova								0
furymissiledebuffnova	1148	1	25	1	20																												8		5						8		5																		255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								1					1											1																																											32												furymissiledebuffbolt							furymissiledebuffbolt					0
furymissiledebuffbolt	1149	1		1	21																																																90	90			3				128	255	128	0	0	0	Javelin	1024	8	16					3					1								1				1	1							1	1			1																																										7	32																								0
furymissilenova	1150	1	25	1	20																												8		5						8		5																		255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1													1											1																																											32												furymissilebolt							furymissilebolt					0
furymissilebolt	1151	1		1																																																	85	85			3				128	255	128	0	0	0	Javelin	1024	8	16					3			1		1								1				1	1							1	1			1			Fury	4			1																																			7	32																								0
fissurecenterold	1152	19		15					6		1										6		1																																		24				255	255	255	0	0	1	null	1024	2	16								1		1		1						1		1														1																																											1									fissurenovaspawner							fissurenovaspawner								0
fissurenovaspawnerold	1153	1	4	1	5																												2								2																				255	255	255	0	0	0	expansion\shockwave	1024	7	8					3			1		1			1	2				3					1							1	1			1																																											32												fissurenovabolt							fissurenovabolt					0
fissurenovaboltold	1154	1		1																																																	10	10			30		7		255	178	64	1	0	1	Firebolt	1024	5	16		1	18	36	3			1		1			1	1				3											1	1	1		100	1			Conflagrate	4																																							16																								0
fanaticswing	1155	1	55	1	51																																																								0	0	0	0	0	1	null	1024	15	16										1								1					1								1			1																																											32												fanaticswingspawner	fanaticswinglivecheck						fanaticswingspawner	fanaticswinglivecheck				0
fanaticswinglivecheck	1156	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob																											3				255	255	255	0	0	1	LightningBolt	1024	5	16										1								1					1											1																																											64									fanaticswingspecialspawner							fanaticswingspecialspawner								0
fanaticswingspecialspawner	1157	1	55	1	51																																																								0	0	0	0	0	1	null	1024	15	16										1								1					1								1			1																																											32												fanaticswingspecialspawnersec	fanaticswingspecialfire						fanaticswingspecialspawnersec	fanaticswingspecialfire				0
fanaticswingspecialspawnersec	1158	1	55	1	51																																																								0	0	0	0	0	1	null	1024	15	16										1								1					1								1			1																																											32												fanaticswingspecialcold	fanaticswingspecialltng						fanaticswingspecialcold	fanaticswingspecialltng				0
fanaticswingspecialfire	1159	19		15					1		21										1		21																																		3				255	255	255	0	0	1	null	1024	2	16										1		1						1																1																																											1									fanaticswingspecialfireorbsp							fanaticswingspecialfireorbsp								0
fanaticswingspecialfireorbsp	1160	1	55	1	51																																																80	80			1				255	255	255	0	0	1	null	1024	2	16					6	1				1		1						1					1											1																																											1												fanaticswingspecialfireorb							fanaticswingspecialfireorb					0
fanaticswingspecialfireorb	1161	19		15					3		26										3		26																																		40				255	255	255	0	0	1	null	1024	2	16										1		1						1																1																																											1									fanaticswingspecialfirespawner							fanaticswingspecialfirespawner								0
fanaticswingspecialfirespawner	1162	1	30	1	29																												64								64												20	20			8				255	255	255	0	0	0	XBowBolt	1024	1	16					3			1										1					1						1	1	1			1				4		8																		fire	10	8	12	16	20	24	20	12	16	20	24	28	(((100+skill('Fire Synergies'.clc1)*5)*(100+skill('Attack'.clc3))*(100+skill('Spell Damage'.pst1))) /10000)-100					32	32			sorceress_firebolt_1									fanaticswingspecialfireorbfury							fanaticswingspecialfireorbfury					0
fanaticswingspecialfireorbfury	1163	1	25	1	20																												15		1						15		1																		255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1													1											1																																											32												fanaticswingspecialfireorbbolt							fanaticswingspecialfireorbbolt					0
fanaticswingspecialfireorbbolt	1164	1		1																																																	20	20			20				255	255	255	0	0	0	XBowBolt	1024	1	16					3			1										1					1						1	1	1			1				4		8																		fire	10	8	12	16	20	24	20	12	16	20	24	28	(((100+skill('Fire Synergies'.clc1)*5)*(100+skill('Attack'.clc3))*(100+skill('Spell Damage'.pst1))) /10000)-100					32	32			sorceress_firebolt_1																					0
fanaticswingspecialltng	1165	1	4	1	5																												1								1																				255	255	255	0	0	0	expansion\shockwave	1024	7	8								1		1								1					1							1	1			1																																											32												fanaticswingspecialltngfury							fanaticswingspecialltngfury					0
fanaticswingspecialltngfury	1166	1	25	1	20																												3		1						3		1										60	60			10				255	255	255	0	0	0	Expansion\Mindblast	1024	10	16					3	1				1			1	2				3					1											1																																											32												fanaticswingspecialltngsp							fanaticswingspecialltngsp					0
fanaticswingspecialltngsp	1167	1	4	1	5																												11								11																				255	255	255	0	0	0	expansion\shockwave	1024	7	8										1								1					1							1	1			1																																											32												fanaticswingspecialltngbolt							fanaticswingspecialltngbolt					0
fanaticswingspecialltngbolt	1168	20		16					32		4										32		4																														25	25			40				128	255	128	0	0	0	Javelin	1024	8	16					3					1								1					2							1	1			1				4		8																		ltng	1						10	4	6	8	10	12	(((100+skill('Lightning Synergies'.clc1)*5)*(100+skill('Attack'.clc3))*(100+skill('Spell Damage'.pst3))) /10000)-100					64	32			sorceress_chargedbolt_1																					0
fanaticswingspecialcold	1169	1	4	1	5																												1								1																				255	255	255	0	0	0	expansion\shockwave	1024	7	8										1								1					1							1	1			1																																											32												fanaticswingspecialcoldboltsp							fanaticswingspecialcoldboltsp					0
fanaticswingspecialcoldboltsp	1170	1		1	5																												64																				25	25			50				255	255	255	0	0	0	expansion\shockwave	1024	7	8					3	1		1		1			1	1				3					1							1	1			1																																											32			sorceress_frostnova									fanaticswingspecialcoldbolt												0
fanaticswingspecialcoldbolt	1171	1		1	13																												6																												255	255	255	0	0	0	expansion\shockwave	1024	7	8										1								1					1							1	1			1				5	2	8																		cold	40	10	20	30	40	50	60	20	30	40	50	60	(((100+skill('Cold Synergies'.clc1)*5)*(100+skill('Attack'.clc3))*(100+skill('Spell Damage'.pst2))) /10000)-100					48	32																								0
fanaticswingspawner	1172	19	30	15	29				1												1												64								64																1				255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								1					1								1			1																																											32									fanaticswingfire			fanaticswingspawnersec				fanaticswingfire			fanaticswingspawnersec					0
fanaticswingspawnersec	1173	19	30	15	29				1												1												64								64																1				255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								1					1								1			1																																											32									fanaticswingcold			fanaticswinglightning				fanaticswingcold			fanaticswinglightning					0
fanaticswingfire	1174	1	25	1	20																												8	range (0=skill)	4	max (0 = skill)					8	range (0=skill)	4	max (0 = skill)																	255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								1					1								1			1																																											32												fanaticswingfirebolt							fanaticswingfirebolt					0
fanaticswingcold	1175	1	25	1	20																												8	range (0=skill)	4	max (0 = skill)					8	range (0=skill)	4	max (0 = skill)																	255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								1					1								1			1																																											32												fanaticswingcoldbolt							fanaticswingcoldbolt					0
fanaticswinglightning	1176	1	25	1	20																												8	range (0=skill)	4	max (0 = skill)					8	range (0=skill)	4	max (0 = skill)																	255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								1					1								1			1																																											32												fanaticswinglightningbolt							fanaticswinglightningbolt					0
fanaticswingfirebolt	1177	1		1		1																																									100						105	105			2				128	255	128	0	0	0	Javelin	1024	8	16					3			1		1								2				1	1							1	1			1			Fanatic Swing	4			1																	fire																		32	32																								0
fanaticswingcoldbolt	1178	1		1		1																																									100						105	105			2				128	255	128	0	0	0	Javelin	1024	8	16					3			1		1								2				1	1							1	1			1			Fanatic Swing	4			1																	cold																		32	32																								0
fanaticswinglightningbolt	1179	1		1		1																																									100						105	105			2				128	255	128	0	0	0	Javelin	1024	8	16					3			1		1								2				1	1							1	1			1			Fanatic Swing	4			1																	ltng																		32	32																								0
meteorshower	1180	1	55	1	51																												64								64												2	2			9		10		255	255	255	0	0	1	LightningboltBig	1024	8	16					3					1								3					1											1																																											1			sorceress_firebolt_1	sorceress_meteor_impact								meteorshowerprimaryspawner							meteorshowerprimaryspawner	meteorexplode				0
meteorshowerprimaryspawner	1181	19	30	15	29				1		25										1		25										1								1																1				0	0	0	0	0	1	null	1024	15	16										1								1					1											1																																											1									meteorshowerspawner							meteorshowerspawner								0
meteorshowerprimarybolt	1182	1		1		1																																									100						70	70			4		7		255	178	64	1	0	1	Firebolt	1024	5	16					3					1			1	2				3					1							1	1			1				4	32	8	1	64																fire																			16																								0
meteorshowerspawner	1183	50		28					0	damage freq (0 = look at skill)	12	radius (0 = look at skill)	0	start frame	25	end frame	80	lob			0	damage freq (0 = look at skill)	12	radius (0 = look at skill)	0	start frame	25	end frame	80	lob																											26				255	255	255	0	0	0	ExpArrowExplode	1024	13	16					3					1			1	3				1					1											1																																											16									meteorshowerdebris							meteorshowerdebris								0
meteorshowerdebris	1184	1	55	1	51																																																30	30			35				0	0	0	5	5	1	null	1024	15	16										1								1					1	1			1							1																																											1												meteorshowerfury							meteorshowerfury					0
meteorshowerfury	1185	1	25	1	20																												12	range (0=skill)	0	max (0 = skill)					12	range (0=skill)	0	max (0 = skill)													2		5	4	255	178	64	0	0	1	groundFireBig	1024	37	16					3					1								2	1	12			1											1																																											1												meteorshowersecondarybolt							meteorshowersecondarybolt					0
meteorshowersecondarybolt	1186	1		1		1																																									100						30	30			12		7		255	178	64	1	0	1	Firebolt	1024	5	16					3			1		1								2					1											1			Meteor Shower	4			1																	fire																		32	32			sorceress_firebolt_1	sorceress_firebolt_impact_1																				0
axeswarm	1187	50		28					0	damage freq (0 = look at skill)	4	radius (0 = look at skill)	0	start frame	120	end frame	80	lob			0	damage freq (0 = look at skill)	4	radius (0 = look at skill)	0	start frame	120	end frame	80	lob																											8	1			255	255	255	0	0	0	ExpArrowExplode	1024	13	16										1								1				1	1							1	1			1			Axe Swarm				1																																				16									axeswarmorbspawner							axeswarmorbspawner								0
axeswarmorbspawner	1188	1	55	1	51																												64								64												70	70			4		10		255	255	255	0	0	1	LightningboltBig	1024	8	16					3					1								3					1											1																																											1												axeswarmorb							axeswarmorb					0
axeswarmorb	1189	19		15					1		8										1		8																																		6				255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36						1								2																1																																											16									axeswarmfuryspawner							axeswarmfuryspawner								0
axeswarmfuryspawner	1190	1	30	1	29																												64								64												25	25			6				255	255	255	0	0	1	LightningBolt	1024	5	16																		1					1											1																																											64			druid_twister	weapon_throw_1								axeswarmfury							axeswarmfury					0
axeswarmfury	1191	1	25	1	20																												0	range (0=skill)	1	max (0 = skill)					0	range (0=skill)	1	max (0 = skill)															5	4	255	178	64	0	0	1	groundFireBig	1024	37	16					3					1								2	1	12		1	1							1	1			1			Axe Swarm				1																																				1												axeswarmbolt							axeswarmbolt					0
axeswarmbolt	1192	1		1																																																	25	25			20				128	255	128	0	0	0	Javelin	1024	8	16		1	12	36	3	1				1								2				1	1							1	1			1			Axe Swarm	4	32		1																																			5	32			druid_twister	weapon_throw_1																				0
whirlwindaxe	1193	19	30	15	29				8		1										8		1										64								64												20	20			12				255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36	3								1	1				2					1											1																																											32									whirlwindaxenova			whirlwindaxefuryone				whirlwindaxenova			whirlwindaxefuryone					0
whirlwindaxefuryone	1194	1	25	1	20																												15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)															5	4	255	178	64	0	0	1	groundFireBig	1024	37	16										1								2	1	12		1	1											1																																											1												whirlwindaxetwo							whirlwindaxetwo					0
whirlwindaxenova	1195	1	4	1	5																												24								24																				0	0	0	0	0	1	null	1024	15	16										1								2					1											1																																										5	32												whirlwindaxenovabolt							whirlwindaxenovabolt					0
whirlwindaxenovabolt	1196	20		16					24		3										24		3																														20	20			25				128	255	128	3	3	0	Javelin	1024	8	16		1	12	36	3					1			1	6				2				1	1							1	1			1			Whirlwind	4			1																																			5	32																								0
whirlwindaxetwo	1197	19	30	15	29				8		1										8		1										64								64												20	20			15				255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36	3								1	3				2				1	1											1			Whirlwind	4			1																																				32									whirlwindaxenova			whirlwindaxefurytwo				whirlwindaxenova			whirlwindaxefurytwo					0
whirlwindaxefurytwo	1198	1	25	1	20																												15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)															5	4	255	178	64	0	0	1	groundFireBig	1024	37	16					3					1								2	1	12			1											1																																											1												whirlwindaxethree							whirlwindaxethree					0
whirlwindaxethree	1199	19	30	15	29				8		1										8		1										64								64												20	20			15				255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36	3								1	3				2				1	1											1			Whirlwind	4			1																																				32									whirlwindaxenova			whirlwindaxefurythree				whirlwindaxenova			whirlwindaxefurythree					0
whirlwindaxefurythree	1200	1	25	1	20																												15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)															5	4	255	178	64	0	0	1	groundFireBig	1024	37	16					3					1								2	1	12			1											1																																											1												whirlwindaxefour							whirlwindaxefour					0
whirlwindaxefour	1201	19	30	15	29				8		1										8		1										64								64												20	20			15				255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36	3								1	3				2				1	1											1			Whirlwind	4			1																																				32									whirlwindaxenova			whirlwindaxenova				whirlwindaxenova			whirlwindaxenova					0
strafearrow	1202	1	25	1	20	1																											15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)			(skill('Strafe Magic Conversion'.lvl)>0)*100						40	40			50				255	255	255	0	0	0	Arrow	1024	1	16					3	1		1		1								1				1					1		1	1	1				1		Strafe	4			1																	mag																		10	32			amazon_multi_arrow_1									strafearrowbolt							strafearrowbolt					0
strafearrowbolt	1203	1	30	1	29	1																											64								64						(skill('Strafe Magic Conversion'.lvl)>0)*100						60	60			7				255	255	255	1	1	0	Arrow	1024	1	16					3			1										1				1	1											1			Strafe	4			1																	mag																		10	32			amazon_multi_arrow_1									strafearrowlivecheck							strafearrowlivecheck					0
strafearrowlivecheck	1204	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob																											3		3		255	255	0	0	0	1	SafeArrow	1024	5	16								1		1								1					1											1							1																																				32									strafearrowspawner							strafearrowspawner								0
strafearrowspawner	1205	1	25	1	20																												20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)																	255	255	255	0	0	0	Arrow	1024	1	16								1		1								1					1																		1																																			10	32			amazon_multi_arrow_1									strafearrowboltfinal							strafearrowboltfinal					0
strafearrowboltfinal	1206	1		1		1																																									(skill('Strafe Magic Conversion'.lvl)>0)*100						60	60			10				255	255	255	0	0	0	Arrow	1024	1	16					3	1		1		1								1				1	1				1		1	1	1			1	1		Strafe	4			1																	mag																		10	32			amazon_multi_arrow_1																					0
strafebolt	1207	1	25	1	20	1																											15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)			(skill('Strafe Magic Conversion'.lvl)>0)*100						40	40			50				255	255	255	0	0	0	Arrow	1024	1	16					3	1		1		1								1				1					1		1	1	1				1		Strafe	4			1																	mag																		10	32			amazon_multi_arrow_1									strafeboltbolt							strafeboltbolt					0
strafeboltbolt	1208	1	30	1	29	1																											64								64						(skill('Strafe Magic Conversion'.lvl)>0)*100						60	60			7				255	255	255	1	1	0	Arrow	1024	1	16					3			1										1				1	1											1			Strafe	4			1																	mag																		10	32			amazon_multi_arrow_1									strafeboltlivecheck							strafeboltlivecheck					0
strafeboltlivecheck	1209	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob																											3		3		255	255	0	0	0	1	SafeArrow	1024	5	16								1		1								1					1											1							1																																				32									strafeboltspawner							strafeboltspawner								0
strafeboltspawner	1210	1	25	1	20																												20	range (0=skill)	1	max (0 = skill)					20	range (0=skill)	1	max (0 = skill)																	255	255	255	0	0	0	Arrow	1024	1	16								1		1								1					1																		1																																			10	32			amazon_multi_arrow_1									strafeboltboltfinal							strafeboltboltfinal					0
strafeboltboltfinal	1211	1		1		1																																									(skill('Strafe Magic Conversion'.lvl)>0)*100						60	60			10				255	255	255	0	0	0	Arrow	1024	1	16					3	1		1		1								1				1	1				1		1	1	1			1	1		Strafe	4			1																	mag																		10	32			amazon_multi_arrow_1																					0
twinfangs	1212	19	30	15	29				1		1										1		1										64								64																1				0	0	0	0	0	1	null	1024	15	16										1								1					1											1																																										12	32									twinfangsfirenova			twinfangscoldnova				twinfangsfirenova			twinfangscoldnova					0
twinfangsfirenova	1213	1	25	1	20																												7	range (0=skill)	0	max (0 = skill)					7	range (0=skill)	0	max (0 = skill)																	255	255	255	0	0	0	Expansion\Mindblast	1024	10	16										1								1					1											1																																											32												twinfangsfirebolt							twinfangsfirebolt					0
