Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax	equivalentcharclass
Eastern Sorceror	Fire-Nightmare	0	18	359	3	2	85	252	merca222	merca241	2375	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	fire	1	Fire Damage Aura	1	10	0	14	15	Firestorm	7	50	0	28	12	Volcano	7	10	0	25	15	Flameburst	7	50	0	25	20													5	10	2	50000	sor
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	55	252	merca222	merca241	3000	65	1106	46	1160	32	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	cold	1	Cold Damage Aura	1	10	0	9	15	Whirlpool Hireling	7	50	0	17	12	Monsoon	7	10	0	15	15	Frozen Blast	7	50	0	15	20													5	10	2	50000	sor
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	85	252	merca222	merca241	3000	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	cold	1	Cold Damage Aura	1	10	0	14	15	Whirlpool Hireling	7	50	0	28	12	Monsoon	7	10	0	25	15	Frozen Blast	7	50	0	25	20													5	10	2	50000	sor
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	55	252	merca222	merca241	2500	65	1106	46	1160	32	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	ltng	1	Lightning Damage Aura	1	10	0	9	15	Zap	7	50	0	17	12	Storm Nexus	7	10	0	15	15	Conduit Hireling	7	50	0	15	20													5	10	2	50000	sor
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	85	252	merca222	merca241	2500	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	ltng	1	Lightning Damage Aura	1	10	0	14	15	Zap	7	50	0	28	12	Storm Nexus	7	10	0	25	15	Conduit Hireling	7	50	0	25	20													5	10	2	50000	sor
Eastern Sorceror	Fire-Hell	0	21	359	3	3	85	252	merca222	merca241	5250	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	fire	1	Fire Damage Aura	1	10	0	14	15	Firestorm	7	50	0	28	12	Volcano	7	10	0	25	15	Flameburst	7	50	0	25	20													5	10	2	50000	sor
Eastern Sorceror	Cold-Hell	0	22	359	3	3	85	252	merca222	merca241	6750	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	cold	1	Cold Damage Aura	1	10	0	14	15	Whirlpool Hireling	7	50	0	28	12	Monsoon	7	10	0	25	15	Frozen Blast	7	50	0	25	20													5	10	2	50000	sor
Eastern Sorceror	Ltng-Hell	0	23	359	3	3	85	252	merca222	merca241	5250	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	ltng	1	Lightning Damage Aura	1	10	0	14	15	Zap	7	50	0	28	12	Storm Nexus	7	10	0	25	15	Conduit Hireling	7	50	0	25	20													5	10	2	50000	sor
Eastern Sorceror	Fire-Normal	100	15	359	3	1	25	252	merca222	merca241	250	65	350	25	250	30	50	14	40	16	120	12	6	11	6	45	8	45	8	45	8	45	8	fire	1	Fire Damage Aura	1	10	0	4	15	Firestorm	7	50	0	6	12	Volcano	7	10	0	5	15	Flameburst	7	50	0	5	20													5	10	2	50000	sor
Eastern Sorceror	Fire-Normal	100	15	359	3	1	55	252	merca222	merca241	250	65	1106	46	1160	32	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	fire	1	Fire Damage Aura	1	10	0	9	15	Firestorm	7	50	0	17	12	Volcano	7	10	0	15	15	Flameburst	7	50	0	15	20													5	10	2	50000	sor
Eastern Sorceror	Fire-Normal	100	15	359	3	1	85	252	merca222	merca241	250	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	fire	1	Fire Damage Aura	1	10	0	14	15	Firestorm	7	50	0	28	12	Volcano	7	10	0	25	15	Flameburst	7	50	0	25	20													5	10	2	50000	sor
Eastern Sorceror	Cold-Normal	100	16	359	3	1	25	252	merca222	merca241	375	65	350	25	250	30	50	14	40	16	120	12	6	11	6	45	8	45	8	45	8	45	8	cold	1	Cold Damage Aura	1	10	0	4	15	Whirlpool Hireling	7	50	0	6	12	Monsoon	7	10	0	5	15	Frozen Blast	7	50	0	5	20													5	10	2	50000	sor
Eastern Sorceror	Cold-Normal	100	16	359	3	1	55	252	merca222	merca241	375	65	1106	46	1160	32	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	cold	1	Cold Damage Aura	1	10	0	9	15	Whirlpool Hireling	7	50	0	17	12	Monsoon	7	10	0	15	15	Frozen Blast	7	50	0	15	20													5	10	2	50000	sor
Eastern Sorceror	Cold-Normal	100	16	359	3	1	85	252	merca222	merca241	375	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	cold	1	Cold Damage Aura	1	10	0	14	15	Whirlpool Hireling	7	50	0	28	12	Monsoon	7	10	0	25	15	Frozen Blast	7	50	0	25	20													5	10	2	50000	sor
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	25	252	merca222	merca241	250	65	350	25	250	30	50	14	40	16	120	12	6	11	6	45	8	45	8	45	8	45	8	ltng	1	Lightning Damage Aura	1	10	0	4	15	Zap	7	50	0	6	12	Storm Nexus	7	10	0	5	15	Conduit Hireling	7	50	0	5	20													5	10	2	50000	sor
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	55	252	merca222	merca241	250	65	1106	46	1160	32	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	ltng	1	Lightning Damage Aura	1	10	0	9	15	Zap	7	50	0	17	12	Storm Nexus	7	10	0	15	15	Conduit Hireling	7	50	0	15	20													5	10	2	50000	sor
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	85	252	merca222	merca241	250	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	ltng	1	Lightning Damage Aura	1	10	0	14	15	Zap	7	50	0	28	12	Storm Nexus	7	10	0	25	15	Conduit Hireling	7	50	0	25	20													5	10	2	50000	sor
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	55	252	merca222	merca241	2375	65	1106	46	1160	32	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	fire	1	Fire Damage Aura	1	10	0	9	15	Firestorm	7	50	0	17	12	Volcano	7	10	0	15	15	Flameburst	7	50	0	15	20													1	10	2	50000	sor
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	85	252	merca222	merca241	2375	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	fire	1	Fire Damage Aura	1	10	0	14	15	Firestorm	7	50	0	28	12	Volcano	7	10	0	25	15	Flameburst	7	50	0	25	20													1	10	2	50000	sor
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	55	252	merca222	merca241	3000	65	1106	46	1160	32	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	cold	1	Cold Damage Aura	1	10	0	9	15	Whirlpool Hireling	7	50	0	17	12	Monsoon	7	10	0	15	15	Frozen Blast	7	50	0	15	20													1	10	2	50000	sor
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	85	252	merca222	merca241	3000	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	cold	1	Cold Damage Aura	1	10	0	14	15	Whirlpool Hireling	7	50	0	28	12	Monsoon	7	10	0	25	15	Frozen Blast	7	50	0	25	20													1	10	2	50000	sor
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	55	252	merca222	merca241	2500	65	1106	46	1160	32	102	14	100	16	480	24	28	33	8	105	6	105	6	105	6	105	6	ltng	1	Lightning Damage Aura	1	10	0	9	15	Zap	7	50	0	17	12	Storm Nexus	7	10	0	15	15	Conduit Hireling	7	50	0	15	20													1	10	2	50000	sor
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	85	252	merca222	merca241	2500	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	ltng	1	Lightning Damage Aura	1	10	0	14	15	Zap	7	50	0	28	12	Storm Nexus	7	10	0	25	15	Conduit Hireling	7	50	0	25	20													1	10	2	50000	sor
Eastern Sorceror	Fire-Hell	100	21	359	3	3	85	252	merca222	merca241	5250	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	fire	1	Fire Damage Aura	1	10	0	14	15	Firestorm	7	50	0	28	12	Volcano	7	10	0	25	15	Flameburst	7	50	0	25	20													1	10	2	50000	sor
Eastern Sorceror	Cold-Hell	100	22	359	3	3	85	252	merca222	merca241	6750	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	cold	1	Cold Damage Aura	1	10	0	14	15	Whirlpool Hireling	7	50	0	28	12	Monsoon	7	10	0	25	15	Frozen Blast	7	50	0	25	20													1	10	2	50000	sor
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	85	252	merca222	merca241	5250	65	1970	68	1720	34	154	14	160	16	1200	36	60	66	10	150	5	150	5	150	5	150	5	ltng	1	Lightning Damage Aura	1	10	0	14	15	Zap	7	50	0	28	12	Storm Nexus	7	10	0	25	15	Conduit Hireling	7	50	0	25	20													1	10	2	50000	sor
Barbarian	1hs-Normal	0	24	561	5	1	30	515	MercX101	MercX167	2250	65	350	25	250	30	88	18	62	12	175	15	10	18	8	77	6	77	6	77	6	77	6	def	25	Shout	4	5	0	1	10	Battle Command	4	5	0	1	6	Battle Orders	4	5	0	1	6	Stun	5	60	0	8	20	Concentrate	5	25	0	4	20							1	10	2	50000	bar
Barbarian	1hs-Normal	0	24	561	5	1	65	515	MercX101	MercX167	2250	65	1106	46	1160	32	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	def	25	Shout	4	5	0	7	10	Battle Command	4	5	0	7	6	Battle Orders	4	5	0	7	6	Stun	5	60	0	21	20	Concentrate	5	25	0	13	20							1	10	2	50000	bar
Barbarian	1hs-Normal	0	24	561	5	1	85	515	MercX101	MercX167	2250	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	25	Shout	4	5	0	10	10	Battle Command	4	5	0	10	6	Battle Orders	4	5	0	10	6	Stun	5	60	0	29	20	Concentrate	5	25	0	19	20							1	10	2	50000	bar
Barbarian	1hs-Normal	0	25	561	5	1	30	515	MercX101	MercX167	2250	65	350	25	250	30	88	18	62	12	175	15	10	18	8	77	6	77	6	77	6	77	6	off	25	Howl	4	5	0	8	10	Battle Command	4	5	0	1	6	Elemental Mastery Merc	4	5	0	8	8	Berserk	5	60	0	8	20	Concentrate	5	25	0	4	20							1	10	2	50000	bar
Barbarian	1hs-Normal	0	25	561	5	1	65	515	MercX101	MercX167	2250	65	1106	46	1160	32	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	off	25	Howl	4	5	0	15	10	Battle Command	4	5	0	7	6	Elemental Mastery Merc	4	5	0	15	8	Berserk	5	60	0	21	20	Concentrate	5	25	0	13	20							1	10	2	50000	bar
Barbarian	1hs-Normal	0	25	561	5	1	85	515	MercX101	MercX167	2250	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	25	Howl	4	5	0	20	10	Battle Command	4	5	0	10	6	Elemental Mastery Merc	4	5	0	20	8	Berserk	5	60	0	29	20	Concentrate	5	25	0	19	20							1	10	2	50000	bar
Barbarian	1hs-Nightmare	0	26	561	5	2	65	515	MercX101	MercX167	4500	65	1106	46	1160	32	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	def	25	Shout	4	5	0	7	10	Battle Command	4	5	0	7	6	Battle Orders	4	5	0	7	6	Stun	5	60	0	21	20	Concentrate	5	25	0	13	20							1	10	2	50000	bar
Barbarian	1hs-Nightmare	0	26	561	5	2	85	515	MercX101	MercX167	4500	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	25	Shout	4	5	0	10	10	Battle Command	4	5	0	10	6	Battle Orders	4	5	0	10	6	Stun	5	60	0	29	20	Concentrate	5	25	0	19	20							1	10	2	50000	bar
Barbarian	1hs-Nightmare	0	27	561	5	2	65	515	MercX101	MercX167	4500	65	1106	46	1160	32	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	off	25	Howl	4	5	0	15	10	Battle Command	4	5	0	7	6	Elemental Mastery Merc	4	5	0	15	8	Berserk	5	60	0	21	20	Concentrate	5	25	0	13	20							1	10	2	50000	bar
Barbarian	1hs-Nightmare	0	27	561	5	2	85	515	MercX101	MercX167	4500	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	25	Howl	4	5	0	20	10	Battle Command	4	5	0	10	6	Elemental Mastery Merc	4	5	0	20	8	Berserk	5	60	0	29	20	Concentrate	5	25	0	19	20							5	10	2	50000	bar
Barbarian	1hs-Hell	0	28	561	5	3	85	515	MercX101	MercX167	8000	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	25	Shout	4	5	0	10	10	Battle Command	4	5	0	10	6	Battle Orders	4	5	0	10	6	Stun	5	60	0	29	20	Concentrate	5	25	0	19	20							5	10	2	50000	bar
Barbarian	1hs-Hell	0	29	561	5	3	85	515	MercX101	MercX167	8000	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	25	Howl	4	5	0	20	10	Battle Command	4	5	0	10	6	Elemental Mastery Merc	4	5	0	20	8	Berserk	5	60	0	29	20	Concentrate	5	25	0	19	20							5	10	2	50000	bar
Barbarian	1hs-Normal	100	24	561	5	1	30	515	MercX101	MercX167	2250	65	350	25	250	30	88	18	62	12	175	15	10	18	8	77	6	77	6	77	6	77	6	def	25	Shout	4	5	0	1	10	Battle Command	4	5	0	1	6	Battle Orders	4	5	0	1	6	Stun	5	60	0	8	20	Concentrate	5	25	0	4	20							5	10	2	50000	bar
Barbarian	1hs-Normal	100	24	561	5	1	65	515	MercX101	MercX167	2250	65	1106	46	1160	32	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	def	25	Shout	4	5	0	7	10	Battle Command	4	5	0	7	6	Battle Orders	4	5	0	7	6	Stun	5	60	0	21	20	Concentrate	5	25	0	13	20							5	10	2	50000	bar
Barbarian	1hs-Normal	100	24	561	5	1	85	515	MercX101	MercX167	2250	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	25	Shout	4	5	0	10	10	Battle Command	4	5	0	10	6	Battle Orders	4	5	0	10	6	Stun	5	60	0	29	20	Concentrate	5	25	0	19	20							5	10	2	50000	bar
Barbarian	1hs-Normal	100	25	561	5	1	30	515	MercX101	MercX167	2250	65	350	25	250	30	88	18	62	12	175	15	10	18	8	77	6	77	6	77	6	77	6	off	25	Howl	4	5	0	8	10	Battle Command	4	5	0	1	6	Elemental Mastery Merc	4	5	0	8	8	Berserk	5	60	0	8	20	Concentrate	5	25	0	4	20							5	10	2	50000	bar
Barbarian	1hs-Normal	100	25	561	5	1	65	515	MercX101	MercX167	2250	65	1106	46	1160	32	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	off	25	Howl	4	5	0	15	10	Battle Command	4	5	0	7	6	Elemental Mastery Merc	4	5	0	15	8	Berserk	5	60	0	21	20	Concentrate	5	25	0	13	20							5	10	2	50000	bar
Barbarian	1hs-Normal	100	25	561	5	1	85	515	MercX101	MercX167	2250	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	25	Howl	4	5	0	20	10	Battle Command	4	5	0	10	6	Elemental Mastery Merc	4	5	0	20	8	Berserk	5	60	0	29	20	Concentrate	5	25	0	19	20							5	10	2	50000	bar
Barbarian	1hs-Nightmare	100	26	561	5	2	65	515	MercX101	MercX167	4500	65	1106	46	1160	32	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	def	25	Shout	4	5	0	7	10	Battle Command	4	5	0	7	6	Battle Orders	4	5	0	7	6	Stun	5	60	0	21	20	Concentrate	5	25	0	13	20							5	10	2	50000	bar
Barbarian	1hs-Nightmare	100	26	561	5	2	85	515	MercX101	MercX167	4500	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	25	Shout	4	5	0	10	10	Battle Command	4	5	0	10	6	Battle Orders	4	5	0	10	6	Stun	5	60	0	29	20	Concentrate	5	25	0	19	20							5	10	2	50000	bar
Barbarian	1hs-Nightmare	100	27	561	5	2	65	515	MercX101	MercX167	4500	65	1106	46	1160	32	167	18	115	12	700	30	45	53	10	130	5	130	5	130	5	130	5	off	25	Howl	4	5	0	15	10	Battle Command	4	5	0	7	6	Elemental Mastery Merc	4	5	0	15	8	Berserk	5	60	0	21	20	Concentrate	5	25	0	13	20							5	10	2	50000	bar
Barbarian	1hs-Nightmare	100	27	561	5	2	85	515	MercX101	MercX167	4500	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	25	Howl	4	5	0	20	10	Battle Command	4	5	0	10	6	Elemental Mastery Merc	4	5	0	20	8	Berserk	5	60	0	29	20	Concentrate	5	25	0	19	20							1	10	2	50000	bar
Barbarian	1hs-Hell	100	28	561	5	3	85	515	MercX101	MercX167	8000	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	def	25	Shout	4	5	0	10	10	Battle Command	4	5	0	10	6	Battle Orders	4	5	0	10	6	Stun	5	60	0	29	20	Concentrate	5	25	0	19	20							1	10	2	50000	bar
Barbarian	1hs-Hell	100	29	561	5	3	85	515	MercX101	MercX167	8000	65	1970	68	1720	34	212	18	145	12	1300	45	70	78	12	155	5	155	5	155	5	155	5	off	25	Howl	4	5	0	20	10	Battle Command	4	5	0	10	6	Elemental Mastery Merc	4	5	0	20	8	Berserk	5	60	0	29	20	Concentrate	5	25	0	19	20							1	10	2	50000	bar
